Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-14/09/2015
Datum: 14/09/2015
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B58C0698,001,58CP7805,181600,359260,3017,,3026,2648,2598,1985/10/28,2002/08/23
B58C0698,001,58CP7805,181600,359260,3017,,3025,2647,2597,2002/08/23,2015/06/28

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B58C0698,001,2010/04/14 00:00:00,182,
B58C0698,001,2010/04/28 00:00:00,200,
B58C0698,001,2010/05/14 00:00:00,197,
B58C0698,001,2010/05/28 00:00:00,213,
B58C0698,001,2010/06/14 00:00:00,236,
B58C0698,001,2010/06/28 00:00:00,272,
B58C0698,001,2010/07/14 00:00:00,289,
B58C0698,001,2010/07/28 00:00:00,299,
B58C0698,001,2010/08/14 00:00:00,304,
B58C0698,001,2010/08/28 00:00:00,276,
B58C0698,001,2010/09/14 00:00:00,255,
B58C0698,001,2010/09/28 00:00:00,244,
B58C0698,001,2010/10/14 00:00:00,,N
B58C0698,001,2010/10/28 00:00:00,,N
B58C0698,001,2010/11/14 00:00:00,197,
B58C0698,001,2010/11/28 00:00:00,193,
B58C0698,001,2011/01/14 00:00:00,157,
B58C0698,001,2011/01/28 00:00:00,163,
B58C0698,001,2011/02/14 00:00:00,155,
B58C0698,001,2011/02/28 00:00:00,153,
B58C0698,001,2011/03/14 00:00:00,173,
B58C0698,001,2011/03/28 00:00:00,181,
B58C0698,001,2011/04/14 00:00:00,190,
B58C0698,001,2011/04/28 00:00:00,213,
B58C0698,001,2011/05/14 00:00:00,239,
B58C0698,001,2011/05/28 00:00:00,268,
B58C0698,001,2011/06/14 00:00:00,270,
B58C0698,001,2011/06/28 00:00:00,268,
B58C0698,001,2011/07/14 00:00:00,288,
B58C0698,001,2011/07/28 00:00:00,264,
B58C0698,001,2011/08/14 00:00:00,273,
B58C0698,001,2011/08/28 00:00:00,252,
B58C0698,001,2011/09/14 00:00:00,252,
B58C0698,001,2011/09/28 00:00:00,263,
B58C0698,001,2011/10/14 00:00:00,262,
B58C0698,001,2011/10/28 00:00:00,261,
B58C0698,001,2011/11/14 00:00:00,263,
B58C0698,001,2011/11/28 00:00:00,262,
B58C0698,001,2011/12/14 00:00:00,245,
B58C0698,001,2011/12/28 00:00:00,213,
B58C0698,001,2012/01/14 00:00:00,192,
B58C0698,001,2012/01/28 00:00:00,184,
B58C0698,001,2012/02/14 00:00:00,,N
B58C0698,001,2012/02/28 00:00:00,187,
B58C0698,001,2012/03/14 00:00:00,188,
B58C0698,001,2012/03/28 00:00:00,211,
B58C0698,001,2012/04/14 00:00:00,200,
B58C0698,001,2012/04/28 00:00:00,208,
B58C0698,001,2012/05/14 00:00:00,212,
B58C0698,001,2012/05/28 00:00:00,244,
B58C0698,001,2012/06/14 00:00:00,226,
B58C0698,001,2012/06/28 00:00:00,231,
B58C0698,001,2012/07/14 00:00:00,225,
B58C0698,001,2012/07/28 00:00:00,257,
B58C0698,001,2012/08/14 00:00:00,277,
B58C0698,001,2012/08/28 00:00:00,271,
B58C0698,001,2012/09/14 00:00:00,283,
B58C0698,001,2012/09/28 00:00:00,265,
B58C0698,001,2012/10/14 00:00:00,246,
B58C0698,001,2012/10/28 00:00:00,265,
B58C0698,001,2012/11/14 00:00:00,246,
B58C0698,001,2012/11/28 00:00:00,238,
B58C0698,001,2012/12/14 00:00:00,220,
B58C0698,001,2012/12/28 00:00:00,187,
B58C0698,001,2013/01/14 00:00:00,183,
B58C0698,001,2013/02/14 00:00:00,176,
B58C0698,001,2013/02/28 00:00:00,177,
B58C0698,001,2013/03/14 00:00:00,178,
B58C0698,001,2013/03/28 00:00:00,176,
B58C0698,001,2013/04/14 00:00:00,194,
B58C0698,001,2013/04/28 00:00:00,201,
B58C0698,001,2013/05/14 00:00:00,207,
B58C0698,001,2013/05/28 00:00:00,200,
B58C0698,001,2013/06/14 00:00:00,231,
B58C0698,001,2013/06/28 00:00:00,236,
B58C0698,001,2013/07/14 00:00:00,263,
B58C0698,001,2013/07/28 00:00:00,266,
B58C0698,001,2013/08/14 00:00:00,291,
B58C0698,001,2013/08/28 00:00:00,296,
B58C0698,001,2013/09/14 00:00:00,286,
B58C0698,001,2013/09/28 00:00:00,277,
B58C0698,001,2013/10/14 00:00:00,273,
B58C0698,001,2013/10/28 00:00:00,262,
B58C0698,001,2013/11/14 00:00:00,232,
B58C0698,001,2013/11/28 00:00:00,229,
B58C0698,001,2013/12/14 00:00:00,225,
B58C0698,001,2013/12/28 00:00:00,204,
B58C0698,001,2014/01/14 00:00:00,199,
B58C0698,001,2014/01/28 00:00:00,194,
B58C0698,001,2014/02/14 00:00:00,194,
B58C0698,001,2014/02/28 00:00:00,192,
B58C0698,001,2014/03/14 00:00:00,201,
B58C0698,001,2014/03/28 00:00:00,206,
B58C0698,001,2014/04/14 00:00:00,220,
B58C0698,001,2014/04/28 00:00:00,230,
B58C0698,001,2014/05/14 00:00:00,228,
B58C0698,001,2014/05/28 00:00:00,237,
B58C0698,001,2014/06/14 00:00:00,245,
B58C0698,001,2014/06/28 00:00:00,281,
B58C0698,001,2014/07/14 00:00:00,231,
B58C0698,001,2014/07/28 00:00:00,240,
B58C0698,001,2014/08/14 00:00:00,233,
B58C0698,001,2014/08/28 00:00:00,220,
B58C0698,001,2014/09/14 00:00:00,235,
B58C0698,001,2014/09/28 00:00:00,241,
B58C0698,001,2014/10/14 00:00:00,225,
B58C0698,001,2014/10/28 00:00:00,215,
B58C0698,001,2014/11/14 00:00:00,232,
B58C0698,001,2014/11/28 00:00:00,227,
B58C0698,001,2014/12/14 00:00:00,221,
B58C0698,001,2014/12/28 00:00:00,206,
B58C0698,001,2015/01/14 00:00:00,174,
B58C0698,001,2015/01/28 00:00:00,172,
B58C0698,001,2015/02/14 00:00:00,176,
B58C0698,001,2015/02/28 00:00:00,172,
B58C0698,001,2015/03/14 00:00:00,179,
B58C0698,001,2015/03/28 00:00:00,184,
B58C0698,001,2015/04/14 00:00:00,186,
B58C0698,001,2015/04/28 00:00:00,194,
B58C0698,001,2015/05/14 00:00:00,209,
B58C0698,001,2015/05/28 00:00:00,235,
B58C0698,001,2015/06/14 00:00:00,242,
B58C0698,001,2015/06/28 00:00:00,260,
