Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,18-01-2021,,,,,,,,
Gegevens beschikbaar:,22-10-1993,tot:,31-12-2019,,,,,,,,
Datum: ,18-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B27D0140,001,27DP9012,191210,484570,2338,22-10-1993,22-10-1993,01-02-1998,2398,60,1789,1683
B27D0140,001,27DP9012,191210,484570,2338,22-10-1993,01-02-1998,21-11-2017,2396,58,1789,1683
B27D0140,001,27DP9012,191210,484570,2338,22-10-1993,21-11-2017,31-12-2019,2397,59,1789,1683


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B27D0140,001,22-10-1993,316,256,2082,,,,,,
B27D0140,001,03-11-1993,318,258,2080,,,,,,
B27D0140,001,17-11-1993,317,257,2081,,,,,,
B27D0140,001,08-12-1993,322,262,2076,,,,,,
B27D0140,001,15-12-1993,308,248,2090,,,,,,
B27D0140,001,04-01-1994,281,221,2117,,,,,,
B27D0140,001,14-01-1994,273,213,2125,,,,,,
B27D0140,001,28-01-1994,273,213,2125,,,,,,
B27D0140,001,14-02-1994,280,220,2118,,,,,,
B27D0140,001,28-02-1994,287,227,2111,,,,,,
B27D0140,001,14-03-1994,285,225,2113,,,,,,
B27D0140,001,28-03-1994,265,205,2133,,,,,,
B27D0140,001,13-04-1994,257,197,2141,,,,,,
B27D0140,001,28-04-1994,270,210,2128,,,,,,
B27D0140,001,11-05-1994,274,214,2124,,,,,,
B27D0140,001,27-05-1994,282,222,2116,,,,,,
B27D0140,001,14-06-1994,283,223,2115,,,,,,
B27D0140,001,28-06-1994,291,231,2107,,,,,,
B27D0140,001,15-07-1994,300,240,2098,,,,,,
B27D0140,001,29-07-1994,309,249,2089,,,,,,
B27D0140,001,15-08-1994,313,253,2085,,,,,,
