Date,Head
2014-05-28,16.19
2014-05-29,16.24833333333333
2014-05-30,16.267916666666668
2014-05-31,16.227083333333326
2014-06-01,16.196666666666665
2014-06-02,16.179583333333337
2014-06-03,16.16791666666668
2014-06-04,16.160000000000007
2014-06-05,16.18041666666667
2014-06-06,16.199999999999996
2014-06-07,16.179166666666674
2014-06-08,16.152499999999996
2014-06-09,16.13083333333333
2014-06-10,16.16541666666667
2014-06-11,16.175
2014-06-12,16.136666666666667
2014-06-13,16.124166666666667
2014-06-14,16.120000000000005
2014-06-15,16.104583333333338
2014-06-16,16.088749999999994
2014-06-17,16.079999999999988
2014-06-18,16.074999999999992
2014-06-19,16.06041666666667
2014-06-20,16.050416666666674
2014-06-21,16.04458333333334
2014-06-22,16.034166666666653
2014-06-23,16.017916666666668
2014-06-24,16.007916666666663
2014-06-25,15.997500000000002
2014-06-26,15.986250000000007
2014-06-27,15.976250000000007
2014-06-28,15.965416666666663
2014-06-29,15.961249999999998
2014-06-30,15.96375000000001
2014-07-01,15.95833333333333
2014-07-02,15.945833333333331
2014-07-03,15.932083333333338
2014-07-04,15.922500000000005
2014-07-05,15.916250000000005
2014-07-06,15.908333333333331
2014-07-07,15.902499999999995
2014-07-08,15.885833333333329
2014-07-09,15.942499999999995
2014-07-10,16.087083333333332
2014-07-11,16.1275
2014-07-12,16.127916666666668
2014-07-13,16.129166666666663
2014-07-14,16.14124999999999
2014-07-15,16.151249999999994
2014-07-16,16.14208333333333
2014-07-17,16.12666666666667
2014-07-18,16.11000000000001
2014-07-19,16.09791666666666
2014-07-20,16.07833333333333
2014-07-21,16.054583333333337
2014-07-22,16.04833333333334
2014-07-23,16.04958333333334
2014-07-24,16.036666666666658
2014-07-25,16.023749999999996
2014-07-26,16.01041666666666
2014-07-27,16.006249999999998
2014-07-28,15.99083333333334
2014-07-29,15.993750000000004
2014-07-30,15.983750000000006
2014-07-31,15.966666666666661
2014-08-01,15.954999999999998
2014-08-02,15.942083333333331
2014-08-03,15.934583333333336
2014-08-04,15.917083333333332
2014-08-05,15.897916666666665
2014-08-06,15.882083333333332
2014-08-07,15.879583333333331
2014-08-08,15.877083333333331
