time,1,2,3,4,5,6,7,8,9,10
1980-01-01,0.1914292424917221,0.07647805660963058,0.0,0.24752390384674072,0.22485466301441193,0.290722519159317,0.34867656230926514,0.5811251997947693,0.5309383869171143,0.16699892282485962
1980-01-02,0.38744238018989563,0.1906711608171463,0.048830728977918625,0.2638292610645294,0.23201240599155426,0.21290907263755798,0.6036737561225891,0.9711976647377014,0.4734814763069153,0.1355380117893219
1980-01-03,0.13850633800029755,0.18038688600063324,0.10281120240688324,0.11358121782541275,0.13988718390464783,0.2868192195892334,0.48025137186050415,0.9085969924926758,0.4789327383041382,0.21238404512405396
1980-01-04,0.3946957588195801,0.10242093354463577,0.03442362695932388,0.07749351114034653,0.09698422253131866,0.24716205894947052,0.21755675971508026,0.9123494029045105,0.5634886026382446,0.2921043932437897
1980-01-05,0.3085879981517792,0.08340521901845932,0.013842792250216007,0.17780230939388275,0.17508678138256073,0.17710688710212708,0.5483391880989075,0.6333951354026794,0.18114160001277924,0.10178298503160477
1980-01-06,0.325870156288147,0.0732433870434761,0.007735870778560638,0.1530878096818924,0.1405014544725418,0.19828614592552185,0.4161127507686615,0.9114293456077576,0.2293291687965393,0.15279579162597656
1980-01-07,0.2348393201828003,0.06264205276966095,0.0,0.13219371438026428,0.14898985624313354,0.18691220879554749,0.3690005838871002,0.8536351323127747,0.2326277643442154,0.1334567666053772
1980-01-08,0.09261564910411835,0.11377239972352982,0.13703103363513947,0.12445274740457535,0.14103959500789642,0.20911665260791779,0.27715837955474854,0.5602425336837769,0.3048883378505707,0.12483637034893036
1980-01-09,0.13607154786586761,0.07830708473920822,0.0477326475083828,0.1467471867799759,0.20109881460666656,0.2142418920993805,0.26991888880729675,0.5273793935775757,0.30204254388809204,0.1144937202334404
1980-01-10,0.2667292058467865,0.07709211856126785,0.04701093211770058,0.1505858451128006,0.16604933142662048,0.17831256985664368,0.3704454302787781,0.38773369789123535,0.282202810049057,0.1230223998427391
1980-01-11,0.19019746780395508,0.14567796885967255,0.09316690266132355,0.15709400177001953,0.1758173704147339,0.20928704738616943,0.2556949257850647,0.7686051726341248,0.2672155499458313,0.12496400624513626
1980-01-12,0.1972673386335373,0.10123974829912186,0.18773552775382996,0.3783893585205078,0.4221762418746948,0.15619535744190216,0.33387160301208496,0.5489190220832825,0.2117937058210373,0.19674046337604523
1980-01-13,0.340699166059494,0.1149955615401268,0.12299793213605881,0.37067198753356934,0.40273353457450867,0.40984123945236206,0.5225261449813843,0.6729114651679993,0.38261425495147705,0.1932729184627533
1980-01-14,0.24148708581924438,0.12382906675338745,0.08296462893486023,0.14970672130584717,0.19843733310699463,0.22290873527526855,0.582526683807373,0.36987772583961487,0.272555410861969,0.3187702000141144
1980-01-15,0.21928991377353668,0.10341587662696838,0.05453423410654068,0.1436990350484848,0.17275802791118622,0.29243484139442444,0.393015056848526,0.1536925584077835,0.18955184519290924,0.28605762124061584
1980-01-16,0.34747105836868286,0.33442825078964233,0.2104584276676178,0.21815545856952667,0.27798405289649963,0.1254243403673172,0.5231842994689941,0.6880225539207458,0.1908930391073227,0.17357484996318817
1980-01-17,0.2902528643608093,0.211885467171669,0.17349444329738617,0.3671643137931824,0.3904569745063782,0.24734416604042053,0.26812902092933655,0.42423418164253235,0.17987875640392303,0.27066516876220703
1980-01-18,0.21681776642799377,0.19698385894298553,0.10943236947059631,0.23314327001571655,0.31632453203201294,0.2569153606891632,0.278827428817749,0.45883941650390625,0.22298115491867065,0.1810847967863083
1980-01-19,0.17360779643058777,0.11874576658010483,0.13276028633117676,0.32411178946495056,0.46238240599632263,0.21375678479671478,0.495755136013031,0.5950390100479126,0.2098449319601059,0.3125491440296173
1980-01-20,0.3882218599319458,0.08064655214548111,0.1253599226474762,0.19004961848258972,0.2902558147907257,0.307516872882843,0.4720652997493744,0.833592414855957,0.19325605034828186,0.28605324029922485
