Date,1,2,3,4,5,6,7,8,9,10
1958-07-29,,,,-1.82,,,,,,
1958-11-14,,,,-1.86,,,,,,
1958-11-28,,,,-1.89,,,,,,
1958-12-15,,,,-1.68,,,,,,
1958-12-29,,,,-1.64,,,,,,
1959-01-14,,,,-1.43,,,,,,
1959-01-28,,,,-1.62,,,,,,
1960-01-28,,,,-2.02,,,,,,
1960-02-15,,,,-1.77,,,,,,
1960-03-01,,,,-1.76,,,,,,
1960-03-15,,,,-1.77,,,,,,
1960-03-28,,,,-1.91,,,,,,
1960-04-14,,,,-1.99,,,,,,
1960-04-28,,,,-1.98,,,,,,
1960-05-14,,,,-2.1,,,,,,
1960-05-28,,,,-2.09,,,,,,
1960-06-14,,,,-2.08,,,,,,
1960-06-28,,,,-2.22,,,,,,
1960-07-14,,,,-2.21,,,,,,
1960-07-28,,,,-2.22,,,,,,
1960-08-15,,,,-2.16,,,,,,
1960-08-28,,,,-1.92,,,,,,
1960-09-14,,,,-1.86,,,,,,
1960-09-28,,,,-1.97,,,,,,
1960-10-14,,,,-1.47,,,,,,
1960-10-28,,,,-1.59,,,,,,
1960-11-14,,,,-1.57,,,,,,
1960-11-28,,,,-1.39,,,,,,
1960-12-14,,,,-1.42,,,,,,
1960-12-28,,,,-1.58,,,,,,
1961-01-14,,,,-1.48,,,,,,
1961-01-28,,,,-1.53,,,,,,
1961-02-14,,,,-1.43,,,,,,
1961-02-28,,,,-1.52,,,,,,
1961-03-14,,,,-1.68,,,,,,
1962-11-28,,,,-1.85,,,,,,
1962-12-14,,,,-1.75,,,,,,
1962-12-28,,,,-1.73,,,,,,
1963-01-14,,,,-1.77,,,,,,
1963-01-28,,,,-1.92,,,,,,
1963-02-14,,,,-2.02,,,,,,
1963-02-28,,,,-2.04,,,,,,
1963-03-14,,,,-1.86,,,,,,
1963-03-28,,,,-1.76,,,,,,
1963-04-14,,,,-2.07,,,,,,
1968-12-13,,,,-1.94,,,,,,
1968-12-24,,,,-1.95,,,,,,
1969-01-14,,,,-1.93,,,,,,
1969-01-28,,,,-1.82,,,,,,
1969-02-14,,,,-1.82,,,,,,
1969-02-28,,,,-1.75,,,,,,
1969-03-14,,,,-1.8,,,,,,
1969-03-28,,,,-1.82,,,,,,
1969-04-14,,,,-1.87,,,,,,
1969-04-28,,,,-1.76,,,,,,
1969-05-14,,,,-1.79,,,,,,
1969-05-28,,,,-1.85,,,,,,
1969-06-13,,,,-1.95,,,,,,
1969-06-27,,,,-2.11,,,,,,
1969-07-14,,,,-2.15,,,,,,
1969-07-28,,,,-2.27,,,,,,
1969-08-14,,,,-2.37,,,,,,
1969-08-28,,,,-1.99,,,,,,
1969-09-15,,,,-2.16,,,,,,
1969-09-29,,,,-2.3,,,,,,
1969-10-14,,,,-2.43,,,,,,
1969-10-28,,,,-2.46,,,,,,
1969-11-14,,,,-2.47,,,,,,
1969-11-28,,,,-2.53,,,,,,
1969-12-15,,,,-2.55,,,,,,
1969-12-29,,,,-2.55,,,,,,
1970-01-15,,,,-2.53,,,,,,
1970-01-28,,,,-2.49,,,,,,
1970-02-13,,,,-2.41,,,,,,
1970-02-27,,,,-1.97,,,,,,
1970-03-13,,,,-2.15,,,,,,
1970-03-27,,,,-2.29,,,,,,
1970-04-14,,,,-2.09,,,,,,
1970-04-28,,,,-2.24,,,,,,
1970-05-14,,,,-2.36,,,,,,
1970-05-28,,,,-2.39,,,,,,
1970-06-15,,,,-2.49,,,,,,
1970-06-29,,,,-2.57,,,,,,
1970-07-14,,,,-2.39,,,,,,
1970-07-28,,,,-2.29,,,,,,
1970-08-14,,,,-2.42,,,,,,
1970-08-28,,,,-2.46,,,,,,
1970-09-14,,,,-2.5,,,,,,
1970-09-28,,,,-2.5,,,,,,
1970-10-14,,,,-2.37,,,,,,
1970-10-28,,,,-2.35,,,,,,
1970-11-01,,,,,,,,,,289.3
1970-11-08,,,,,,,,,,289.32
1970-11-13,,,,-2.11,,,,,,
1970-11-15,,,,,,,,,,289.34
1970-11-22,,,,,,,,,,289.31
1970-11-27,,,,-2.08,,,,,,
1970-12-01,,,,,,,,,,289.3
1970-12-08,,,,,,,,,,289.32
1970-12-14,,,,-1.97,,,,,,
1970-12-15,,,,,,,,,,289.29
1970-12-22,,,,,,,,,,289.3
1970-12-28,,,,-2.13,,,,,,
1971-01-01,,,,,,,,,,289.3
1971-01-08,,,,,,,,,,289.32
1971-01-14,,,,-2.24,,,,,,
1971-01-15,,,,,,,,,,289.29
1971-01-22,,,,,,,,,,289.3
1971-01-28,,,,-2.13,,,,,,
1971-02-01,,,,,,,,,,289.3
1971-02-08,,,,,,,,,,289.32
1971-02-15,,,,-2.07,,,,,,289.29
1971-02-22,,,,,,,,,,289.32
1971-03-01,,,,-2.13,,,,,,289.32
1971-03-08,,,,,,,,,,289.3
1971-03-15,,,,-2.25,,,,,,289.29
1971-03-22,,,,,,,,,,289.3
1971-03-29,,,,-2.23,,,,,,
1971-04-01,,,,,,,,,,289.3
1971-04-08,,,,,,,,,,289.29
1971-04-14,,,,-2.31,,,,,,
1971-04-15,,,,,,,,,,289.32
1971-04-22,,,,,,,,,,289.29
1971-04-28,,,,-2.37,,,,,,
1971-05-01,,,,,,,,,,289.3
1971-05-08,,,,,,,,,,289.28
1971-05-14,,,78.76,-2.33,,,,,,
1971-05-15,,,,,,,,,,289.26
1971-05-22,,,,,,,,,,289.24
1971-05-26,,,78.73,,,,,,,
1971-05-28,,,,-2.31,,,,,,
1971-06-01,,,,,,,,,,289.26
1971-06-08,,,,,,,,,,289.24
1971-06-14,,,,-2.34,,,,,,
1971-06-15,,,,,,,,,,289.25
1971-06-22,,,,,,,,,,289.24
1971-06-28,,,,-2.17,,,,,,
1971-07-01,,,,,,,,,,289.24
1971-07-08,,,,,,,,,,289.22
1971-07-15,,,,,,,,,,289.23
1971-07-22,,,,,,,,,,289.24
1971-07-28,,,,-2.37,,,,,,
1971-08-01,,,,,,,,,,289.25
1971-08-08,,,,,,,,,,289.23
1971-08-13,,,,-2.42,,,,,,
1971-08-15,,,,,,,,,,289.26
1971-08-22,,,,,,,,,,289.28
1971-08-24,,,78.67,,,,,,,
1971-08-27,,,,-2.46,,,,,,
1971-09-01,,,,,,,,,,289.27
1971-09-05,,,78.67,,,,,,,
1971-09-08,,,,,,,,,,289.29
1971-09-14,,,,-2.53,,,,,,
1971-09-15,,,,,,,,,,289.26
1971-09-19,,,78.62,,,,,,,
1971-09-22,,,,,,,,,,289.28
1971-09-28,,,,-2.6,,,,,,
1971-10-01,,,,,,,,,,289.26
1971-10-03,,,78.6,,,,,,,
1971-10-08,,,,,,,,,,289.28
1971-10-14,,,,-2.62,,,,,,
1971-10-15,,,,,,,,,,289.27
1971-10-17,,,78.58,,,,,,,
1971-10-22,,,,,,,,,,289.25
1971-10-28,,,,-2.58,,,,,,
1971-10-31,,,78.57,,,,,,,
1971-11-01,,,,,,,,,,289.25
1971-11-08,,,,,,,,,,289.27
1971-11-14,,,78.55,-2.57,,,,,,
1971-11-15,,,,,,,,,,289.24
1971-11-22,,,,,,,,,,289.28
1971-11-28,,,78.55,,,,,,,
1971-11-29,,,,-2.42,,,,,,
1971-12-01,,,,,,,,,,289.23
1971-12-08,,,,,,,,,,289.18
1971-12-12,,,78.59,,,,,,,
1971-12-14,,,,-2.42,,,,,,
1971-12-15,,,,,,,,,,289.14
1971-12-22,,,,,,,,,,289.16
1971-12-26,,,78.59,,,,,,,
1971-12-28,,,,-2.42,,,,,,
1971-12-29,,,78.64,,,,,,,
1972-01-01,,,,,,,,,,289.17
1972-01-08,,,,,,,,,,289.14
1972-01-09,,,78.59,,,,,,,
1972-01-14,,,,-2.42,,,,,,
1972-01-15,,,,,,,,,,289.16
1972-01-22,,,,,,,,,,289.17
1972-01-23,,,78.52,,,,,,,
1972-01-28,,,,-2.42,,,,,,
1972-02-01,,,,,,,,,,289.15
1972-02-06,,,78.53,,,,,,,
1972-02-08,,,,,,,,,,289.13
1972-02-14,,,,-2.27,,,,,,
1972-02-15,,,,,,,,,,289.1
1972-02-20,,,78.49,,,,,,,
1972-02-22,,,,,,,,,,289.12
1972-02-28,,,,-2.27,,,,,,
1972-03-01,,,,,,,,,,289.14
1972-03-05,,,78.47,,,,,,,
1972-03-08,,,,,,,,,,289.12
1972-03-14,,,,-2.37,,,,,,
1972-03-15,,,,,,,,,,289.1
1972-03-19,,,78.43,,,,,,,
1972-03-22,,,,,,,,,,289.08
1972-03-28,,,,-2.45,,,,,,
1972-04-01,,,,,,,,,,289.09
1972-04-02,,,78.54,,,,,,,
1972-04-08,,,,,,,,,,289.08
1972-04-14,,,,-2.38,,,,,,
1972-04-15,,,,,,,,,,289.1
1972-04-16,,,78.7,,,,,,,
1972-04-22,,,,,,,,,,289.08
1972-04-28,,,,-2.36,,,,,,
1972-04-30,,,78.72,,,,,,,
1972-05-01,,,,,,,,,,289.08
1972-05-08,,,,,,,,,,289.06
1972-05-14,,,78.78,,,,,,,
1972-05-15,,,,,,,,,,289.0
1972-05-16,,,,-2.38,,,,,,
1972-05-22,,,,,,,,,,288.98
1972-05-28,,,78.77,,,,,,,
1972-05-29,,,,-2.4,,,,,,
1972-06-01,,,,,,,,,,288.97
1972-06-08,,,,,,,,,,288.95
1972-06-11,,,78.83,,,,,,,
1972-06-14,,,,-2.47,,,,,,
1972-06-15,,,,,,,,,,288.93
1972-06-22,,,,,,,,,,288.94
1972-06-25,,,78.77,,,,,,,
1972-06-28,,,,-2.5,,,,,,
1972-07-01,,,,,,,,,,288.94
1972-07-08,,,,,,,,,,288.92
1972-07-09,,,78.82,,,,,,,
1972-07-14,,,,-2.44,,,,,,
1972-07-15,,,,,,,,,,288.9
1972-07-22,,,,,,,,,,288.92
1972-07-23,,,78.78,,,,,,,
1972-07-28,,,,-2.47,,,,,,
1972-08-01,,,,,,,,,,288.94
1972-08-06,,,78.79,,,,,,,
1972-08-08,,,,,,,,,,288.93
1972-08-14,,,,-2.44,,,,,,
1972-08-15,,,,,,,,,,288.95
1972-08-20,,,78.7,,,,,,,
1972-08-22,,,,,,,,,,288.96
1972-08-28,,,,-2.52,,,,,,
1972-09-01,,,,,,,,,,288.98
1972-09-03,,,78.71,,,,,,,
1972-09-08,,,,,,,,,,288.96
1972-09-14,,,,-2.55,,,,,,
1972-09-15,,,,,,,,,,288.95
1972-09-17,,,78.73,,,,,,,
1972-09-22,,,,,,,,,,288.94
1972-09-28,,,,-2.58,,,,,,
1972-10-01,,,78.68,,,,,,,288.93
1972-10-08,,,,,,,,,,288.92
1972-10-13,,,,-2.61,,,,,,
1972-10-15,,,78.68,,,,,,,288.9
1972-10-22,,,,,,,,,,288.88
1972-10-29,,,78.69,,,,,,,
1972-10-30,,,,-2.61,,,,,,
1972-11-01,,,,,,,,,,288.89
1972-11-08,,,,,,,,,,288.88
1972-11-12,,,78.69,,,,,,,
1972-11-14,,,,-2.54,,,,,,
1972-11-15,,,,,,,,,,288.9
1972-11-22,,,,,,,,,,288.88
1972-11-26,,,78.68,,,,,,,
1972-11-28,,,,-2.41,,,,,,
1972-12-01,,,,,,,,,,288.9
1972-12-08,,,,,,,,,,288.88
1972-12-10,,,78.71,,,,,,,
1972-12-14,,,,-2.41,,,,,,
1972-12-15,,,,,,,,,,288.87
1972-12-22,,,,,,,,,,288.89
1972-12-24,,,78.71,,,,,,,
1972-12-28,,,,-2.47,,,,,,
1973-01-01,,,,,,,,,,288.88
1973-01-07,,,78.67,,,,,,,
1973-01-08,,,,,,,,,,288.89
1973-01-15,,,,-2.54,,,,,,288.87
1973-01-21,,,78.66,,,,,,,
1973-01-22,,,,,,,,,,288.88
1973-01-29,,,,-2.57,,,,,,
1973-02-01,,,,,,,,,,288.82
1973-02-04,,,78.66,,,,,,,
1973-02-08,,,,,,,,,,288.78
1973-02-14,,,,-2.46,,,,,,
1973-02-15,,,,,,,,,,288.76
1973-02-18,,,78.66,,,,,,,
1973-02-22,,,,,,,,,,288.7
1973-02-28,,,,-2.3,,,,,,
1973-03-01,,,,,,,,,,288.72
1973-03-04,,,78.63,,,,,,,
1973-03-08,,,,,,,,,,288.7
1973-03-14,,,,-2.42,,,,,,
1973-03-15,,,,,,,,,,288.74
1973-03-18,,,78.69,,,,,,,
1973-03-22,,,,,,,,,,288.7
1973-03-28,,,,-2.45,,,,,,
1973-04-01,,,78.82,,,,,,,288.72
1973-04-08,,,,,,,,,,288.7
1973-04-13,,,,-2.37,,,,,,
1973-04-15,,,78.82,,,,,,,288.74
1973-04-22,,,,,,,,,,288.7
1973-04-27,,,,-2.41,,,,,,
1973-04-29,,,78.82,,,,,,,
1973-05-01,,,,,,,,,,288.72
1973-05-08,,,,,,,,,,288.73
1973-05-13,,,78.87,,,,,,,
1973-05-14,,,,-2.32,,,,,,
1973-05-15,,,,,,,,,,288.71
1973-05-22,,,,,,,,,,288.7
1973-05-27,,,78.79,,,,,,,
1973-05-28,,,,-2.27,,,,,,
1973-06-01,,,,,,,,,,288.71
1973-06-08,,,,,,,,,,288.7
1973-06-10,,,78.79,,,,,,,
1973-06-14,,,,-2.33,,,,,,
1973-06-15,,,,,,,,,,288.72
1973-06-22,,,,,,,,,,288.7
1973-06-24,,,78.75,,,,,,,
1973-06-28,,,,-2.45,,,,,,
1973-07-01,,,,,,,,,,288.7
1973-07-08,,,78.7,,,,,,,288.72
1973-07-13,,,,-2.55,,,,,,
1973-07-15,,,,,,,,,,288.71
1973-07-22,,,78.79,,,,,,,288.7
1973-07-27,,,,-2.53,,,,,,
1973-08-01,,,,,,,,,,288.74
1973-08-05,,,78.82,,,,,,,
1973-08-08,,,,,,,,,,288.73
1973-08-14,,,,-2.57,,,,,,
1973-08-15,,,,,,,,,,288.72
1973-08-19,,,78.76,,,,,,,
1973-08-22,,,,,,,,,,288.7
1973-08-28,,,,-2.63,,,,,,
1973-09-01,,,,,,,,,,288.72
1973-09-02,,,78.7,,,,,,,
1973-09-08,,,,,,,,,,288.71
1973-09-14,,,,-2.65,,,,,,
1973-09-15,,,,,,,,,,288.7
1973-09-16,,,78.63,,,,,,,
1973-09-22,,,,,,,,,,288.7
1973-09-28,,,,-2.58,,,,,,
1973-09-30,,,78.64,,,,,,,
1973-10-01,,,,,,,,,,288.71
1973-10-08,,,,,,,,,,288.7
1973-10-14,,,78.63,,,,,,,
1973-10-15,,,,,,,,,,288.72
1973-10-22,,,,,,,,,,288.7
1973-10-28,,,78.59,-2.33,,,,,,
1973-11-01,,,,,,,,,,288.71
1973-11-08,,,,,,,,,,288.7
1973-11-11,,,78.6,,,,,,,
1973-11-14,,,,-2.29,,,,,,
1973-11-15,,,,,,,,,,288.72
1973-11-22,,,,,,,,,,288.71
1973-11-25,,,78.6,,,,,,,
1973-11-28,,,,-2.26,,,,,,
1973-12-01,,,,,,,,,,288.72
1973-12-08,,,,,,,,,,288.7
1973-12-09,,,78.57,,,,,,,
1973-12-14,,,,-2.06,,,,,,
1973-12-15,,,,,,,,,,288.71
1973-12-22,,,,,,,,,,288.7
1973-12-23,,,78.57,,,,,,,
1974-01-01,,,,,,,,,,288.74
1974-01-02,,,,-2.08,,,,,,
1974-01-06,,,78.62,,,,,,,
1974-01-08,,,,,,,,,,288.72
1974-01-14,,,,-2.08,,,,,,
1974-01-15,,,,,,,,,,288.73
1974-01-20,,,78.69,,,,,,,
1974-01-22,,,,,,,,,,288.74
1974-01-28,,,,-2.02,,,,,,
1974-02-01,,,,,,,,,,288.72
1974-02-03,,,78.71,,,,,,,
1974-02-08,,,,,,,,,,288.74
1974-02-14,,,,-2.04,,,,,,
1974-02-15,,,,,,,,,,288.71
1974-02-17,,,78.81,,,,,,,
1974-02-22,,,,,,,,,,288.7
1974-02-28,,,,-2.14,,,,,,
1974-03-01,,,,,,,,,,288.74
1974-03-03,,,78.85,,,,,,,
1974-03-08,,,,,,,,,,288.76
1974-03-14,,,,-2.12,,,,,,
1974-03-15,,,,,,,,,,288.75
1974-03-17,,,78.82,,,,,,,
1974-03-22,,,,,,,,,,288.77
1974-03-28,,,,-2.11,,,,,,
1974-03-31,,,78.83,,,,,,,
1974-04-01,,,,,,,,,,288.77
1974-04-08,,,,,,,,,,288.78
1974-04-14,,,78.83,-2.31,,,,,,
1974-04-15,,,,,,,,,,288.8
1974-04-22,,,,,,,,,,288.82
1974-04-28,,,78.81,,,,,,,
1974-04-29,,,,-2.32,,,,,,
1974-05-01,,,,,,,,,,288.82
1974-05-08,,,,,,,,,,288.84
1974-05-12,,,78.78,,,,,,,
1974-05-14,,,,-2.37,,,,,,
1974-05-15,,,,,,,,,,288.83
1974-05-22,,,,,,,,,,288.85
1974-05-26,,,78.76,,,,,,,
1974-05-28,,,,-2.39,,,,,,
1974-06-01,,,,,,,,,,288.85
1974-06-08,,,,,,,,,,288.88
1974-06-09,,,78.74,,,,,,,
1974-06-14,,,,-2.42,,,,,,
1974-06-15,,,,,,,,,,288.87
1974-06-22,,,,,,,,,,288.88
1974-06-23,,,78.68,,,,,,,
1974-06-28,,,,-2.44,,,,,,
1974-07-01,,,,,,,,,,288.88
1974-07-07,,,78.8,,,,,,,
1974-07-08,,,,,,,,,,288.89
1974-07-15,,,,-2.46,,,,,,288.9
1974-07-21,,,78.84,,,,,,,
1974-07-22,,,,,,,,,,288.92
1974-07-29,,,,-2.48,,,,,,
1974-08-01,,,,,,,,,,288.89
1974-08-04,,,78.82,,,,,,,
1974-08-08,,,,,,,,,,288.88
1974-08-14,,,,-2.49,,,,,,
1974-08-15,,,,,,,,,,288.87
1974-08-18,,,78.76,,,,,,,
1974-08-22,,,,,,,,,,288.88
1974-08-28,,,,-2.49,,,,,,
1974-09-01,,,78.69,,,,,,,288.85
1974-09-08,,,,,,,,,,288.84
1974-09-13,,,,-2.43,,,,,,
1974-09-15,,,78.66,,,,,,,288.82
1974-09-22,,,,,,,,,,288.83
1974-09-27,,,,-2.36,,,,,,
1974-09-29,,,78.62,,,,,,,
1974-10-01,,,,,,,,,,288.7
1974-10-08,,,,,,,,,,288.72
1974-10-13,,,78.66,,,,,,,
1974-10-14,,,,-2.17,,,,,,
1974-10-15,,,,,,,,,,288.73
1974-10-22,,,,,,,,,,288.72
1974-10-27,,,78.75,,,,,,,
1974-10-28,,,,-2.04,,,,,,
1974-11-01,,,,,,,,,,289.48
1974-11-08,,,,,,,,,,289.5
1974-11-10,,,78.84,,,,,,,
1974-11-14,,,,-1.93,,,,,,
1974-11-15,,,,,,,,,,289.73
1974-11-22,,,,,,,,,,289.72
1974-11-24,,,78.93,,,,,,,
1974-11-28,,,,-1.79,,,,,,
1974-12-01,,,,,,,,,,289.48
1974-12-08,,,78.94,,,,,,,289.5
1974-12-13,,,,-1.69,,,,,,
1974-12-15,,,,,,,,,,289.52
1974-12-22,,,78.95,,,,,,,289.5
1974-12-27,,,,-1.55,,,,,,
1975-01-01,,,,,,,,,,289.5
1975-01-05,,,78.99,,,,,,,
1975-01-08,,,,,,,,,,289.52
1975-01-14,,,,-1.61,,,,,,
1975-01-15,,,,,,,,,,289.5
1975-01-19,,,79.0,,,,,,,
1975-01-22,,,,,,,,,,289.52
1975-01-28,,,,-1.64,,,,,,
1975-02-01,,,,,,,,,,289.5
1975-02-02,,,79.01,,,,,,,
1975-02-08,,,,,,,,,,289.52
1975-02-14,,,,-1.74,,,,,,
1975-02-15,,,,,,,,,,289.49
1975-02-16,,,78.99,,,,,,,
1975-02-22,,,,,,,,,,289.5
1975-02-28,,,,-1.86,,,,,,
1975-03-01,,,,,,,,,,289.5
1975-03-02,,,78.98,,,,,,,
1975-03-08,,,,,,,,,,289.68
1975-03-14,,,,-1.77,,,,,,
1975-03-15,,,,,,,,,,289.73
1975-03-16,,,78.95,,,,,,,
1975-03-22,,,,,,,,,,289.78
1975-03-27,,,,-1.74,,,,,,
1975-04-01,,,,,,,,,,289.83
1975-04-08,,,78.95,,,,,,,289.88
1975-04-13,,,78.93,,,,,,,
1975-04-14,,,,-1.75,,,,,,
1975-04-15,,,,,,,,,,289.89
1975-04-22,,,,,,,,,,289.92
1975-04-27,,,78.97,,,,,,,
1975-04-28,,,,-1.79,,,,,,
1975-05-01,,,,,,,,,,289.88
1975-05-08,,,,,,,,,,289.89
1975-05-11,,,78.96,,,,,,,
1975-05-14,,,,-1.87,,,,,,
1975-05-15,,,,,,,,,,289.92
1975-05-22,,,,,,,,,,289.9
1975-05-25,,,78.92,,,,,,,
1975-05-28,,,,-1.98,,,,,,
1975-06-01,,,,,,,,,,289.9
1975-06-08,,,78.87,,,,,,,289.88
1975-06-13,,,,-2.11,,,,,,
1975-06-15,,,,,,,,,,289.86
1975-06-22,,,78.83,,,,,,,289.84
1975-06-27,,,,-2.16,,,,,,
1975-07-01,,,,,,,,,,289.98
1975-07-06,,,78.73,,,,,,,
1975-07-08,,,,,,,,,,290.0
1975-07-14,,,,-2.37,,,,,,
1975-07-15,,,,,,,,,,290.01
1975-07-20,,,78.75,,,,,,,
1975-07-22,,,,,,,,,,290.0
1975-07-28,,,,-2.4,,,,,,
1975-08-01,,,,,,,,,,289.5
1975-08-03,,,78.64,,,,,,,
1975-08-08,,,,,,,,,,289.52
1975-08-14,,,,-2.43,,,,,,
1975-08-15,,,,,,,,,,289.53
1975-08-17,,,78.62,,,,,,,
1975-08-22,,,,,,,,,,289.52
1975-08-28,,,,-2.43,,,,,,
1975-08-31,,,78.6,,,,,,,
1975-09-01,,,,,,,,,,289.5
1975-09-08,,,,,,,,,,289.48
1975-09-09,,,78.59,,,,,,,
1975-09-12,,,,-2.47,,,,,,
1975-09-14,,,78.65,,,,,,,
1975-09-15,,,,,,,,,,289.49
1975-09-22,,,,,,,,,,289.48
1975-09-28,,,78.68,,,,,,,
1975-09-29,,,,-2.5,,,,,,
1975-10-01,,,,,,,,,,289.48
1975-10-08,,,,,,,,,,289.46
1975-10-12,,,78.69,,,,,,,
1975-10-14,,,,-2.52,,,,,,
1975-10-15,,,,,,,,,,289.44
1975-10-22,,,,,,,,,,289.42
1975-10-26,,,78.67,,,,,,,
1975-10-28,,,,-2.54,,,,,,
1975-11-01,,,,,,,,,,289.42
1975-11-08,,,,,,,,,,289.4
1975-11-14,,,,-2.55,,,,,,
1975-11-15,,,78.65,,,,,,,289.41
1975-11-22,,,,,,,,,,289.42
1975-11-28,,,,-2.34,,,,,,
1975-11-30,,,78.63,,,,,,,
1975-12-01,,,,,,,,,,289.45
1975-12-08,,,,,,,,,,289.44
1975-12-15,,,78.65,-2.32,,,,,,289.42
1975-12-22,,,,,,,,,,289.4
1975-12-29,,,,-2.38,,,,,,
1975-12-31,,,78.66,,,,,,,
1976-01-01,,,,,,,,,,289.4
1976-01-08,,,,,,,,,,289.42
1976-01-14,,,,-2.13,,,,,,
1976-01-15,,,,,,,,,,289.39
1976-01-17,,,78.64,,,,,,,
1976-01-22,,,,,,,,,,289.4
1976-01-28,,,,-2.1,,,,,,
1976-01-31,,,78.64,,,,,,,
1976-02-01,,,,,,,,,,289.41
1976-02-08,,,,,,,,,,289.4
1976-02-15,,,78.59,,,,,,,289.39
1976-02-16,,,,-2.15,,,,,,
1976-02-22,,,,,,,,,,289.38
1976-02-27,,,,-2.2,,,,,,
1976-02-29,,,78.59,,,,,,,
1976-03-01,,,,,,,,,,289.4
1976-03-08,,,,,,,,,,289.39
1976-03-15,,,78.57,-2.21,,,,,,289.38
1976-03-22,,,,,,,,,,289.37
1976-03-29,,,,-2.24,,,,,,
1976-03-31,,,78.6,,,,,,,
1976-04-01,,,,,,,,,,289.38
1976-04-08,,,,,,,,,,289.37
1976-04-14,,,,-2.27,,,,,,
1976-04-15,,,78.71,,,,,,,289.36
1976-04-22,,,,,,,,,,289.37
1976-04-28,,,,-2.33,,,,,,
1976-04-30,,,78.73,,,,,,,
1976-05-01,,,,,,,,,,289.37
1976-05-08,,,,,,,,,,289.34
1976-05-14,,,,-2.37,,,,,,
1976-05-15,,,78.73,,,,,,,289.32
1976-05-22,,,,,,,,,,289.34
1976-05-28,,,,-2.4,,,,,,
1976-05-31,,,78.72,,,,,,,
1976-06-01,,,,,,,,,,289.32
1976-06-08,,,,,,,,,,289.3
1976-06-14,,,,-2.48,,,,,,
1976-06-15,,,78.67,,,,,,,289.29
1976-06-22,,,,,,,,,,289.26
1976-06-28,,,,-2.5,,,,,,
1976-06-30,,,78.6,,,,,,,
1976-07-01,,,,,,,,,,289.23
1976-07-08,,,,,,,,,,289.21
1976-07-14,,,,-2.53,,,,,,
1976-07-15,,,78.53,,,,,,,289.22
1976-07-22,,,,,,,,,,289.19
1976-07-28,,,,-2.78,,,,,,
1976-07-31,,,78.44,,,,,,,
1976-08-01,,,,,,,,,,289.15
1976-08-08,,,,,,,,,,289.11
1976-08-13,,,,-2.63,,,,,,
1976-08-15,,,78.38,,,,,,,289.09
1976-08-22,,,,,,,,,,289.05
1976-08-27,,,,-2.68,,,,,,
1976-08-31,,,78.3,,,,,,,
1976-09-01,,,,,,,,,,289.01
1976-09-08,,,,,,,,,,288.94
1976-09-14,,,,-2.65,,,,,,
1976-09-15,,,78.33,,,,,,,288.89
1976-09-22,,,,,,,,,,288.86
1976-09-28,,,,-2.65,,,,,,
1976-09-30,,,78.3,,,,,,,
1976-10-01,,,,,,,,,,288.85
1976-10-08,,,,,,,,,,288.83
1976-10-14,,,,-2.67,,,,,,
1976-10-15,,,78.48,,,,,,,288.84
1976-10-22,,,,,,,,,,288.85
1976-10-28,,,,-2.7,,,,,,
1976-10-31,,,78.45,,,,,,,
1976-11-01,,,,,,,,,,288.86
1976-11-08,,,,,,,,,,288.86
1976-11-15,,,78.53,-2.73,,,,,,288.84
1976-11-22,,,,,,,,,,288.82
1976-11-29,,,,-2.7,,,,,,
1976-11-30,,,78.6,,,,,,,
1976-12-01,,,,,,,,,,288.82
1976-12-08,,,,,,,,,,288.8
1976-12-14,,,,-2.51,,,,,,
1976-12-15,,,78.59,,,,,,,288.79
1976-12-22,,,,,,,,,,288.79
1976-12-28,,,,-2.5,,,,,,
1976-12-31,,,78.83,,,,,,,
1977-01-01,,,,,,,,,,288.79
1977-01-08,,,,,,,,,,288.78
1977-01-15,,,78.84,,,,,,,288.76
1977-01-17,,,,-2.39,,,,,,
1977-01-22,,,,,,,,,,288.75
1977-01-28,,,,-2.36,,,,,,
1977-01-31,,,78.83,,,,,,,
1977-02-01,,,,,,,,,,288.76
1977-02-08,,,,,,,,,,288.78
1977-02-14,,,,-2.16,,,,,,
1977-02-15,,,78.82,,,,,,,288.8
1977-02-22,,,,,,,,,,288.82
1977-02-28,,,78.82,-2.14,,,,,,
1977-03-01,,,,,,,,,,288.84
1977-03-08,,,,,,,,,,288.82
1977-03-14,,,,-2.2,,,,,,
1977-03-15,,,78.85,,,,,,,288.83
1977-03-22,,,,,,,,,,288.82
1977-03-28,,,,-2.26,,,,,,
1977-03-31,,,79.06,,,,,,,
1977-04-01,,,,,,,,,,288.83
1977-04-08,,,,,,,,,,288.82
1977-04-14,,,,-2.2,,,,,,
1977-04-15,,,79.09,,,,,,,288.81
1977-04-22,,,,,,,,,,288.82
1977-04-28,,,,-2.19,,,,,,
1977-04-30,,,79.26,,,,,,,
1977-05-01,,,,,,,,,,288.82
1977-05-08,,,,,,,,,,288.81
1977-05-13,,,,-2.27,,,,,,
1977-05-15,,,79.33,,,,,,,288.8
1977-05-22,,,,,,,,,,288.81
1977-05-27,,,,-2.29,,,,,,
1977-05-31,,,79.34,,,,,,,
1977-06-01,,,,,,,,,,288.81
1977-06-08,,,,,,,,,,288.82
1977-06-14,,,,-2.4,,,,,,
1977-06-15,,,79.24,,,,,,,288.8
1977-06-22,,,,,,,,,,288.79
1977-06-28,,,,-2.44,,,,,,
1977-07-01,,,79.15,,,,,,,288.8
1977-07-08,,,,,,,,,,288.79
