Date,B49F0448_2
1978-05-16 12:00:00,6.13
1978-05-29 12:00:00,5.75
1978-06-14 12:00:00,5.65
1978-06-28 12:00:00,5.57
1978-07-14 12:00:00,5.73
1978-07-28 12:00:00,5.62
1978-08-14 12:00:00,5.58
1978-08-28 12:00:00,5.37
1978-09-14 12:00:00,5.38
1978-09-28 12:00:00,5.35
1978-10-16 12:00:00,5.33
1978-10-30 12:00:00,5.3
1978-11-14 12:00:00,5.68
1978-11-28 12:00:00,5.43
1978-12-14 12:00:00,5.35
1978-12-28 12:00:00,5.6
1979-01-15 12:00:00,5.75
1979-01-29 12:00:00,5.8
1979-02-14 12:00:00,5.9
1979-02-28 12:00:00,5.95
1979-03-14 12:00:00,6.4
1979-03-28 12:00:00,6.63
1979-04-17 12:00:00,6.3
1979-04-27 12:00:00,6.2
1979-05-14 12:00:00,6.4
1979-05-28 12:00:00,6.55
1979-06-14 12:00:00,6.5
1979-06-28 12:00:00,6.4
1979-07-13 12:00:00,6.15
1979-07-28 12:00:00,6.06
1979-08-14 12:00:00,6.57
1979-08-28 12:00:00,5.92
1979-09-14 12:00:00,5.85
1979-09-27 12:00:00,6.05
1979-10-15 12:00:00,5.75
1979-10-29 12:00:00,5.74
1979-11-14 12:00:00,5.83
1979-11-29 12:00:00,5.75
1979-12-14 12:00:00,5.86
1979-12-28 12:00:00,6.1
1980-01-14 12:00:00,6.38
1980-01-28 12:00:00,6.3
1980-02-14 12:00:00,6.58
1980-02-28 12:00:00,6.49
1980-03-14 12:00:00,6.59
1980-03-28 12:00:00,6.59
1980-04-15 12:00:00,6.6
1980-04-28 12:00:00,6.6
1980-05-14 12:00:00,6.39
1980-05-28 12:00:00,6.19
1980-06-12 12:00:00,6.11
1980-06-27 12:00:00,6.02
1980-07-14 12:00:00,6.22
1980-07-28 12:00:00,6.3
1980-08-14 12:00:00,6.08
1980-08-29 12:00:00,5.85
1980-09-15 12:00:00,5.9
1980-09-29 12:00:00,5.84
1980-10-13 12:00:00,5.82
1980-10-28 12:00:00,5.8
1980-11-15 12:00:00,5.75
1980-11-28 12:00:00,5.77
1980-12-12 12:00:00,5.95
1980-12-30 12:00:00,6.13
1981-01-15 12:00:00,6.33
1981-01-28 12:00:00,6.41
1981-02-12 12:00:00,6.5
1981-02-27 12:00:00,6.42
1981-03-13 12:00:00,6.65
1981-03-30 12:00:00,6.79
1981-04-14 12:00:00,6.62
1981-04-28 12:00:00,6.55
1981-05-15 12:00:00,6.45
1981-05-29 12:00:00,6.41
1981-06-15 12:00:00,6.3
1981-06-29 12:00:00,6.23
1981-07-15 12:00:00,6.08
1981-07-28 12:00:00,6.07
1981-08-13 12:00:00,5.92
1981-08-27 12:00:00,5.82
1981-09-13 12:00:00,5.79
1981-09-28 12:00:00,5.77
1981-10-13 12:00:00,5.8
1981-10-27 12:00:00,5.85
1981-11-16 12:00:00,6.0
1981-11-30 12:00:00,6.08
1981-12-16 12:00:00,6.3
1981-12-28 12:00:00,6.37
1982-01-14 12:00:00,6.51
1982-01-28 12:00:00,6.45
1982-02-11 12:00:00,6.5
1982-02-25 12:00:00,6.49
1982-03-11 12:00:00,6.82
1982-03-30 12:00:00,6.6
1982-04-13 12:00:00,6.51
1982-04-28 12:00:00,6.36
1982-05-13 12:00:00,6.28
1982-05-27 12:00:00,6.2
1982-06-14 12:00:00,6.01
1982-06-28 12:00:00,6.0
1982-07-13 12:00:00,5.85
1982-07-27 12:00:00,5.68
1982-08-16 12:00:00,5.63
1982-08-27 12:00:00,5.65
1982-09-15 12:00:00,5.63
1982-09-27 12:00:00,5.6
1982-10-14 12:00:00,5.74
1982-10-28 12:00:00,5.77
1982-11-15 12:00:00,5.85
1982-11-29 12:00:00,5.89
1982-12-13 12:00:00,5.95
1982-12-27 12:00:00,6.1
1983-01-13 12:00:00,6.25
1983-01-27 12:00:00,6.35
1983-02-14 12:00:00,6.5
1983-02-28 12:00:00,6.47
1983-03-14 12:00:00,6.35
1983-03-28 12:00:00,6.45
1983-04-14 12:00:00,6.57
1983-04-28 12:00:00,6.72
1983-05-16 12:00:00,6.83
1983-05-26 12:00:00,6.78
1983-06-14 12:00:00,6.55
1983-06-27 12:00:00,6.3
1983-07-13 12:00:00,6.19
1983-07-28 12:00:00,6.01
1983-08-15 12:00:00,5.8
1983-08-29 12:00:00,5.75
1983-09-13 12:00:00,6.0
1983-09-27 12:00:00,5.8
1983-10-13 12:00:00,5.73
1983-10-28 12:00:00,5.7
1983-11-14 12:00:00,5.75
1983-11-28 12:00:00,5.79
1983-12-13 12:00:00,5.91
1983-12-27 12:00:00,5.95
1984-01-16 12:00:00,6.2
1984-01-31 12:00:00,6.35
1984-02-13 12:00:00,6.57
1984-02-27 12:00:00,6.55
1984-03-13 12:00:00,6.6
1984-03-28 12:00:00,6.47
1984-04-12 12:00:00,6.5
1984-04-27 12:00:00,6.4
1984-05-14 12:00:00,6.27
1984-05-28 12:00:00,6.37
1984-06-13 12:00:00,6.35
1984-06-27 12:00:00,6.25
1984-07-18 12:00:00,6.3
1984-07-26 12:00:00,6.25
1984-08-13 12:00:00,6.1
1984-08-27 12:00:00,5.85
1984-09-13 12:00:00,5.97
1984-09-27 12:00:00,6.19
1984-10-15 12:00:00,6.45
1984-10-29 12:00:00,6.75
1984-11-14 12:00:00,6.7
1984-11-28 12:00:00,6.9
1984-12-13 12:00:00,6.79
1984-12-27 12:00:00,6.75
1985-01-15 12:00:00,
1985-01-28 12:00:00,6.9
1985-02-13 12:00:00,6.84
1985-02-27 12:00:00,6.66
1985-03-13 12:00:00,6.6
1985-03-27 12:00:00,6.65
1985-04-15 12:00:00,7.11
1985-04-29 12:00:00,7.05
1985-05-14 12:00:00,6.9
1985-05-28 12:00:00,6.85
1985-06-13 12:00:00,6.81
1985-06-27 12:00:00,6.69
1985-07-15 12:00:00,6.53
1985-07-29 12:00:00,6.55
1985-08-14 12:00:00,6.5
1985-08-28 12:00:00,6.59
1985-09-12 12:00:00,6.5
1985-09-26 12:00:00,6.5
1985-10-15 12:00:00,6.35
1985-10-28 12:00:00,6.3
1985-11-13 12:00:00,6.27
1985-11-28 12:00:00,6.27
1985-12-12 12:00:00,6.3
1985-12-31 12:00:00,6.5
1986-01-14 12:00:00,6.75
1986-01-28 12:00:00,7.05
1986-02-13 12:00:00,6.95
1986-02-27 12:00:00,6.75
1986-03-13 12:00:00,6.7
1986-03-27 12:00:00,6.85
1986-04-14 12:00:00,7.0
1986-04-28 12:00:00,6.8
1986-05-14 12:00:00,6.7
1986-05-27 12:00:00,6.5
1986-06-12 12:00:00,6.43
1986-06-26 12:00:00,6.37
1986-07-28 12:00:00,5.95
1986-08-14 12:00:00,5.83
1986-08-28 12:00:00,5.77
1986-09-15 12:00:00,5.8
1986-09-29 12:00:00,5.7
1986-10-14 12:00:00,5.6
1986-10-28 12:00:00,5.88
1986-11-13 12:00:00,5.85
1986-11-27 12:00:00,5.9
1986-12-15 12:00:00,6.0
1986-12-29 12:00:00,6.2
1987-01-14 12:00:00,6.55
1987-01-28 12:00:00,6.45
1987-02-12 12:00:00,6.35
1987-02-26 12:00:00,6.4
1987-03-12 12:00:00,6.55
1987-03-26 12:00:00,6.67
1987-04-13 12:00:00,6.6
1987-04-27 12:00:00,6.5
1987-05-15 12:00:00,6.4
1987-05-26 12:00:00,6.3
1987-06-15 12:00:00,6.35
1987-06-29 12:00:00,6.3
1987-07-14 12:00:00,6.05
1987-07-28 12:00:00,6.2
1987-08-13 12:00:00,6.15
1987-08-27 12:00:00,6.05
1987-09-14 12:00:00,6.0
1987-09-28 12:00:00,6.0
1987-10-14 12:00:00,6.05
1987-10-28 12:00:00,6.1
1987-11-12 12:00:00,6.1
1987-11-26 12:00:00,6.3
1987-12-14 12:00:00,6.4
1987-12-28 12:00:00,6.4
1988-01-14 12:00:00,6.6
1988-01-28 12:00:00,6.95
1988-02-15 12:00:00,7.3
1988-02-29 12:00:00,7.15
1988-03-14 12:00:00,7.3
1988-03-28 12:00:00,7.3
1988-04-14 12:00:00,7.1
1988-04-28 12:00:00,6.9
1988-05-16 12:00:00,6.75
1988-05-26 12:00:00,6.6
1988-06-14 12:00:00,6.35
1988-06-28 12:00:00,6.2
1988-07-14 12:00:00,6.2
1988-07-28 12:00:00,6.25
1988-08-15 12:00:00,6.1
1988-08-29 12:00:00,6.05
1988-09-14 12:00:00,6.0
1988-09-28 12:00:00,6.25
1988-10-14 12:00:00,6.35
1988-10-27 12:00:00,6.5
1988-11-14 12:00:00,6.55
1988-11-28 12:00:00,6.45
1988-12-14 12:00:00,6.65
1988-12-28 12:00:00,6.7
1989-01-12 12:00:00,6.75
1989-01-26 12:00:00,6.6
1989-02-13 12:00:00,6.55
1989-02-27 12:00:00,6.55
1989-03-15 12:00:00,6.85
1989-03-28 12:00:00,6.9
1989-04-13 12:00:00,6.75
1989-04-27 12:00:00,6.75
1989-05-17 12:00:00,6.5
1989-05-29 12:00:00,6.15
1989-06-13 12:00:00,6.1
1989-06-28 12:00:00,5.85
1989-07-13 12:00:00,5.75
1989-07-27 12:00:00,5.65
1989-08-14 12:00:00,5.6
1989-08-28 12:00:00,5.45
1989-09-13 12:00:00,5.5
1989-09-27 12:00:00,5.45
1989-10-12 12:00:00,5.45
1989-10-26 12:00:00,5.4
1989-11-13 12:00:00,5.5
1989-11-28 12:00:00,5.35
1989-12-14 12:00:00,5.35
1989-12-27 12:00:00,5.5
1990-01-15 12:00:00,5.7
1990-01-29 12:00:00,5.75
1990-02-14 12:00:00,5.75
1990-02-28 12:00:00,5.85
1990-03-14 12:00:00,5.85
1990-03-28 12:00:00,5.75
1990-04-12 12:00:00,5.7
1990-04-26 12:00:00,5.7
1990-05-14 12:00:00,5.5
1990-05-28 12:00:00,5.5
1990-06-14 12:00:00,5.45
1990-06-28 12:00:00,5.5
1990-07-12 12:00:00,5.4
1990-07-26 12:00:00,5.25
1990-08-14 12:00:00,5.05
1990-08-28 12:00:00,4.95
1990-09-13 12:00:00,4.95
1990-09-27 12:00:00,4.95
1990-10-16 12:00:00,5.0
1990-10-29 12:00:00,5.0
1990-11-14 12:00:00,5.05
1990-11-28 12:00:00,5.1
1990-12-13 12:00:00,5.15
1990-12-27 12:00:00,5.15
1991-01-14 12:00:00,5.4
1991-01-28 12:00:00,5.5
1991-02-14 12:00:00,
1991-02-28 12:00:00,5.6
1991-03-14 12:00:00,5.7
1991-03-28 12:00:00,5.55
1991-04-15 12:00:00,5.55
1991-04-25 12:00:00,5.55
1991-05-14 12:00:00,5.9
1991-05-28 12:00:00,5.35
1991-06-13 12:00:00,5.4
1991-06-27 12:00:00,5.48
1991-07-15 12:00:00,5.75
1991-07-30 12:00:00,5.7
1991-08-14 12:00:00,5.49
1991-08-28 12:00:00,5.33
1991-09-13 12:00:00,5.21
1991-09-26 12:00:00,5.27
1991-10-14 12:00:00,5.33
1991-10-28 12:00:00,5.31
1991-11-14 12:00:00,5.44
1991-11-28 12:00:00,5.57
1991-12-12 12:00:00,5.54
1991-12-30 12:00:00,5.76
1992-01-13 12:00:00,5.75
1992-01-27 12:00:00,5.69
1992-02-13 12:00:00,5.67
1992-02-27 12:00:00,5.65
1992-03-12 12:00:00,5.75
1992-03-26 12:00:00,5.72
1992-04-13 12:00:00,5.7
1992-04-27 12:00:00,5.67
1992-05-12 12:00:00,5.82
1992-05-26 12:00:00,5.75
1992-06-15 12:00:00,5.69
1992-06-29 12:00:00,5.5
1992-07-13 12:00:00,5.55
1992-07-27 12:00:00,5.55
1992-08-13 12:00:00,5.45
1992-08-27 12:00:00,5.58
1992-09-14 12:00:00,5.8
1992-09-29 12:00:00,5.72
1992-10-14 12:00:00,5.72
1992-10-27 12:00:00,
1992-11-12 12:00:00,5.9
1992-11-26 12:00:00,6.15
1992-12-14 12:00:00,6.41
1992-12-28 12:00:00,6.4
1993-01-15 12:00:00,6.61
1993-01-28 12:00:00,6.62
1993-02-16 12:00:00,6.53
1993-03-02 12:00:00,6.38
1993-03-16 12:00:00,6.35
1993-03-30 12:00:00,6.25
1993-04-15 12:00:00,6.2
1993-04-28 12:00:00,6.15
1993-05-13 12:00:00,6.02
1993-05-27 12:00:00,6.0
1993-06-14 12:00:00,5.75
1993-06-28 12:00:00,5.67
1993-07-14 12:00:00,5.65
1993-07-29 12:00:00,5.65
1993-08-13 12:00:00,5.57
1993-08-26 12:00:00,5.53
1993-09-14 12:00:00,5.51
1993-09-29 12:00:00,5.5
1993-10-15 12:00:00,5.5
1993-10-28 12:00:00,5.5
1993-11-16 12:00:00,5.65
1993-11-29 12:00:00,5.73
1993-12-14 12:00:00,5.75
1993-12-29 12:00:00,6.05
1994-01-14 12:00:00,6.49
1994-01-27 12:00:00,6.57
1994-02-15 12:00:00,6.47
1994-03-01 12:00:00,6.37
1994-03-14 12:00:00,6.49
1994-03-28 12:00:00,6.73
1994-04-15 12:00:00,6.85
1994-04-29 12:00:00,6.7
1994-05-16 12:00:00,6.65
1994-05-27 12:00:00,6.55
1994-06-14 12:00:00,6.45
1994-06-27 12:00:00,6.33
1994-07-14 12:00:00,5.91
1994-07-28 12:00:00,5.7
1994-08-16 12:00:00,5.6
1994-08-30 12:00:00,5.6
1994-09-14 12:00:00,5.62
1994-09-28 12:00:00,5.72
1994-10-13 12:00:00,5.74
1994-10-27 12:00:00,5.72
1994-11-14 12:00:00,5.75
1994-11-28 12:00:00,5.85
1994-12-14 12:00:00,6.0
1994-12-29 12:00:00,6.3
1995-01-13 12:00:00,6.63
1995-01-27 12:00:00,6.77
1995-02-14 12:00:00,7.13
1995-02-28 12:00:00,7.25
1995-03-13 12:00:00,7.05
1995-03-28 12:00:00,6.93
1995-04-12 12:00:00,6.89
1995-04-27 12:00:00,6.85
1995-05-15 12:00:00,6.7
1995-05-30 12:00:00,6.49
1995-06-15 12:00:00,6.47
1995-06-28 12:00:00,6.25
1995-07-13 12:00:00,6.02
1995-07-27 12:00:00,5.91
1995-08-15 12:00:00,5.5
1995-08-28 12:00:00,5.43
1995-09-14 12:00:00,5.48
1995-09-29 12:00:00,5.35
1995-10-13 12:00:00,5.3
1995-10-26 12:00:00,5.27
1995-11-14 12:00:00,5.3
1995-11-27 12:00:00,5.15
1995-12-15 12:00:00,5.1
1995-12-28 12:00:00,5.23
1996-01-15 12:00:00,5.2
1996-01-30 12:00:00,5.15
1996-02-14 12:00:00,5.4
1996-03-01 12:00:00,5.43
1996-03-14 12:00:00,5.57
1996-03-27 12:00:00,5.53
1996-04-15 12:00:00,5.44
1996-04-26 12:00:00,5.27
1996-05-14 12:00:00,5.13
1996-05-29 12:00:00,5.19
1996-06-13 12:00:00,4.99
1996-06-27 12:00:00,4.89
1996-07-15 12:00:00,4.85
1996-07-30 12:00:00,4.9
1996-08-14 12:00:00,4.79
1996-08-29 12:00:00,4.65
1996-09-13 12:00:00,4.8
1996-09-26 12:00:00,4.8
1996-10-14 12:00:00,4.63
1996-10-28 12:00:00,4.7
1996-11-13 12:00:00,4.75
1996-11-28 12:00:00,4.6
1996-12-13 12:00:00,4.8
1996-12-27 12:00:00,
1997-01-13 12:00:00,4.8
1997-01-27 12:00:00,4.92
1997-02-14 12:00:00,4.91
1997-02-27 12:00:00,4.94
1997-03-13 12:00:00,4.98
1997-03-28 12:00:00,4.9
1997-04-15 12:00:00,4.77
1997-04-29 12:00:00,4.75
1997-05-13 12:00:00,4.87
1997-05-27 12:00:00,4.76
1997-06-13 12:00:00,4.65
1997-06-27 12:00:00,4.15
1997-07-14 12:00:00,4.63
1997-07-28 12:00:00,4.67
1997-08-14 12:00:00,4.54
1997-08-29 12:00:00,4.45
1997-09-16 12:00:00,4.45
1997-09-30 12:00:00,4.44
1997-10-14 12:00:00,4.37
1997-10-27 12:00:00,4.42
1997-11-14 12:00:00,4.35
1997-11-27 12:00:00,4.33
1997-12-16 12:00:00,4.33
1997-12-29 12:00:00,
1998-01-14 12:00:00,4.38
1998-01-28 12:00:00,4.47
1998-02-13 12:00:00,4.54
1998-02-27 12:00:00,4.57
1998-03-16 12:00:00,4.63
1998-03-27 12:00:00,4.74
1998-04-15 12:00:00,4.82
1998-04-29 12:00:00,4.87
1998-05-14 12:00:00,4.87
1998-05-28 12:00:00,4.77
1998-06-15 12:00:00,4.75
1998-06-30 12:00:00,4.67
1998-07-15 12:00:00,4.6
1998-07-29 12:00:00,4.6
1998-08-14 12:00:00,4.44
1998-08-28 12:00:00,4.45
1998-09-17 12:00:00,4.45
1998-09-29 12:00:00,4.67
1998-10-14 12:00:00,4.91
1998-10-29 12:00:00,4.97
1998-11-13 12:00:00,5.37
1998-11-27 12:00:00,5.78
1998-12-14 12:00:00,5.85
1998-12-28 12:00:00,6.03
1999-01-14 12:00:00,6.18
1999-01-28 12:00:00,6.28
1999-02-15 12:00:00,6.47
1999-03-01 12:00:00,6.68
1999-03-15 12:00:00,6.87
1999-03-29 12:00:00,6.81
1999-04-14 12:00:00,6.76
1999-04-28 12:00:00,6.61
1999-05-12 12:00:00,6.46
1999-05-27 12:00:00,6.35
1999-06-15 12:00:00,6.15
1999-06-29 12:00:00,6.05
1999-07-14 12:00:00,5.85
1999-07-28 12:00:00,5.64
1999-08-13 12:00:00,5.54
1999-08-26 12:00:00,5.47
1999-09-13 12:00:00,5.32
1999-09-27 12:00:00,5.33
1999-10-14 12:00:00,5.27
1999-10-28 12:00:00,5.2
1999-11-15 12:00:00,5.17
1999-11-30 12:00:00,5.13
1999-12-13 12:00:00,5.15
1999-12-27 12:00:00,5.33
2000-01-14 12:00:00,5.53
2000-01-27 12:00:00,5.62
2000-02-14 12:00:00,5.64
2000-02-28 12:00:00,5.74
2000-03-15 12:00:00,5.99
2000-03-28 12:00:00,6.02
2000-04-13 12:00:00,5.89
2000-04-27 12:00:00,5.83
2000-05-15 12:00:00,5.64
2000-05-29 12:00:00,5.67
2000-06-14 12:00:00,5.68
2000-06-28 12:00:00,5.57
2000-07-14 12:00:00,5.59
2000-07-27 12:00:00,5.57
2000-08-14 12:00:00,5.42
2000-08-28 12:00:00,5.4
2000-09-15 12:00:00,5.35
2000-09-29 12:00:00,5.3
2000-10-12 12:00:00,5.25
2000-10-26 12:00:00,5.28
2000-11-14 12:00:00,5.28
2000-11-27 12:00:00,5.43
2000-12-13 12:00:00,5.57
2000-12-27 12:00:00,5.65
2001-01-15 12:00:00,5.75
2001-01-29 12:00:00,5.79
2001-02-13 12:00:00,6.03
2001-02-27 12:00:00,6.14
2001-03-13 12:00:00,6.13
2001-05-14 12:00:00,6.1
2001-05-30 12:00:00,5.85
2001-06-14 12:00:00,5.82
2001-06-28 12:00:00,5.62
2001-07-13 12:00:00,5.53
2001-07-26 12:00:00,5.51
2001-08-14 12:00:00,5.39
2001-08-28 12:00:00,5.25
2001-09-14 12:00:00,5.27
2001-09-27 12:00:00,5.48
2001-10-15 12:00:00,5.61
2001-10-30 12:00:00,5.61
2001-11-14 12:00:00,5.52
2001-11-28 12:00:00,5.55
2001-12-14 12:00:00,5.7
2001-12-28 12:00:00,5.87
2002-01-14 12:00:00,6.1
2002-01-28 12:00:00,6.2
2002-02-13 12:00:00,6.48
2002-02-27 12:00:00,6.77
2002-03-13 12:00:00,6.81
2002-03-26 12:00:00,6.87
2002-04-15 12:00:00,6.55
2002-05-02 12:00:00,6.44
2002-05-13 12:00:00,6.38
2002-05-27 12:00:00,6.22
2002-06-12 12:00:00,6.08
2002-06-28 12:00:00,5.95
2002-07-15 12:00:00,5.89
2002-07-29 12:00:00,5.77
2002-08-13 12:00:00,5.88
2002-08-29 12:00:00,5.87
2002-09-17 12:00:00,5.8
2002-09-27 12:00:00,5.7
2002-10-14 12:00:00,5.64
2002-10-28 12:00:00,5.54
2002-11-12 12:00:00,5.7
2002-11-26 12:00:00,5.84
2002-12-13 12:00:00,5.94
2002-12-30 12:00:00,6.14
2003-01-14 12:00:00,6.65
2003-01-27 12:00:00,6.57
2003-02-13 12:00:00,6.66
2003-02-26 12:00:00,6.55
2003-03-17 12:00:00,6.36
2003-03-31 12:00:00,6.26
2003-04-14 12:00:00,6.17
2003-04-29 12:00:00,6.09
2003-05-13 12:00:00,5.99
2003-05-26 12:00:00,5.96
2003-06-16 12:00:00,5.72
2003-06-30 12:00:00,5.45
2003-07-14 12:00:00,5.47
2003-07-28 12:00:00,5.3
2003-08-13 12:00:00,5.08
2003-09-01 12:00:00,5.06
2003-09-12 12:00:00,5.01
2003-09-29 12:00:00,4.95
2003-10-13 12:00:00,4.9
2003-10-27 12:00:00,4.89
2003-11-13 12:00:00,4.83
2003-12-01 12:00:00,4.77
2003-12-15 12:00:00,4.77
2003-12-29 12:00:00,4.87
2004-01-13 12:00:00,4.76
2004-01-27 12:00:00,5.1
2004-02-16 12:00:00,5.4
2004-03-02 12:00:00,5.55
2004-03-15 12:00:00,5.63
2004-03-29 12:00:00,5.7
2004-04-13 12:00:00,5.7
2004-04-27 12:00:00,5.65
2004-05-17 12:00:00,5.6
2004-06-01 12:00:00,5.47
2004-06-15 12:00:00,5.37
2004-06-28 12:00:00,5.31
2004-07-15 12:00:00,5.26
2004-07-27 12:00:00,5.2
2004-08-10 12:00:00,5.08
2004-08-24 12:00:00,5.12
2004-09-24 12:00:00,5.03
2004-09-27 12:00:00,5.0
2004-10-11 12:00:00,4.97
2004-10-26 12:00:00,4.95
2004-11-16 12:00:00,4.8
2004-11-29 12:00:00,4.92
2004-12-13 12:00:00,4.92
2004-12-27 12:00:00,5.03
2005-01-17 12:00:00,5.07
2005-01-31 12:00:00,5.17
2005-02-15 12:00:00,5.29
2005-03-01 12:00:00,5.56
2005-03-14 12:00:00,5.65
2005-03-31 12:00:00,5.61
2005-04-13 12:00:00,5.67
2005-04-26 12:00:00,5.67
2005-05-17 12:00:00,5.67
2005-05-30 12:00:00,5.56
2005-06-13 12:00:00,5.5
2005-06-27 12:00:00,5.27
2005-07-12 12:00:00,5.3
2005-08-11 12:00:00,5.22
2005-08-29 12:00:00,5.15
2005-09-12 12:00:00,5.06
2005-09-26 12:00:00,5.04
2005-10-12 12:00:00,5.0
2005-10-26 12:00:00,4.99
2005-11-14 12:00:00,5.07
2005-11-29 12:00:00,5.05
2005-12-12 12:00:00,5.05
2005-12-27 12:00:00,5.12
2006-01-12 12:00:00,5.16
2006-01-31 12:00:00,5.15
2006-02-13 12:00:00,5.1
2006-03-01 12:00:00,5.17
2006-03-13 12:00:00,5.24
2006-03-28 12:00:00,5.31
2006-04-13 12:00:00,5.34
2006-04-24 12:00:00,5.32
2006-05-15 12:00:00,5.15
2006-05-29 12:00:00,5.25
2006-06-12 12:00:00,5.13
2006-06-27 12:00:00,5.07
2006-07-12 12:00:00,4.9
2006-07-25 12:00:00,4.79
2006-08-14 12:00:00,4.78
2006-08-28 12:00:00,4.88
2006-09-12 12:00:00,4.9
2006-09-26 12:00:00,4.84
