,0
1913-01-04,0.0
1913-02-01,825.3214285714286
1913-03-01,759.0
1913-04-01,855.5483870967741
1913-05-01,940.1
1913-06-01,1280.8387096774193
1913-07-01,1177.8333333333333
1913-08-01,1213.5483870967741
1913-09-01,1331.6774193548388
1913-10-01,1574.7
1913-11-01,1334.5483870967741
1913-12-01,1161.2
1914-01-01,1119.0645161290322
1914-02-01,1149.967741935484
1914-03-01,1192.857142857143
1914-04-01,1130.7096774193549
1914-05-01,1216.5
1914-06-01,1250.1612903225807
1914-07-01,1138.6666666666667
1914-08-01,1252.3870967741937
1914-09-01,1072.9032258064517
1914-10-01,1089.5
1914-11-01,1244.1290322580646
1914-12-01,1209.3
1915-01-01,1082.6774193548388
1915-02-01,1020.5806451612904
1915-03-01,1109.25
1915-04-01,1202.0967741935483
1915-05-01,1220.2333333333333
1915-06-01,1313.967741935484
1915-07-01,1357.4333333333334
1915-08-01,1519.741935483871
1915-09-01,1630.1935483870968
1915-10-01,1381.4333333333334
1915-11-01,1381.4516129032259
1915-12-01,1138.8333333333333
1916-01-01,1330.6774193548388
1916-02-01,1353.1935483870968
1916-03-01,1290.5172413793102
1916-04-01,1491.3870967741937
1916-05-01,1463.5333333333333
1916-06-01,1497.7096774193549
1916-07-01,1296.4
1916-08-01,1493.3548387096773
1916-09-01,1590.6129032258063
1916-10-01,1505.0666666666666
1916-11-01,1471.6774193548388
1916-12-01,1530.5666666666666
1917-01-01,1438.1290322580646
1917-02-01,1388.258064516129
1917-03-01,1653.357142857143
1917-04-01,1569.3548387096773
1917-05-01,1406.8333333333333
1917-06-01,1546.516129032258
1917-07-01,1553.0666666666666
1917-08-01,1426.8709677419354
1917-09-01,1339.8064516129032
1917-10-01,1375.7666666666667
1917-11-01,1422.9032258064517
1917-12-01,1272.0666666666666
1918-01-01,1238.774193548387
1918-02-01,1224.3870967741937
1918-03-01,1231.392857142857
1918-04-01,1202.8709677419354
1918-05-01,1211.3666666666666
1918-06-01,1441.6129032258063
1918-07-01,1558.3333333333333
1918-08-01,1460.483870967742
1918-09-01,1493.6129032258063
1918-10-01,1377.3
1918-11-01,1326.258064516129
1918-12-01,1322.6
1919-01-01,1308.6129032258063
1919-02-01,1291.6774193548388
1919-03-01,1355.0357142857142
1919-04-01,1342.225806451613
1919-05-01,1470.2
1919-06-01,1603.1612903225807
1919-07-01,1681.1666666666667
1919-08-01,1462.0
1919-09-01,1419.4516129032259
1919-10-01,1459.3
1919-11-01,1507.7096774193549
1919-12-01,1437.0333333333333
1920-01-01,1450.032258064516
1920-02-01,1244.774193548387
1920-03-01,1230.7586206896551
1920-04-01,1260.8709677419354
1920-05-01,1352.8
1920-06-01,1347.741935483871
1920-07-01,1495.3666666666666
1920-08-01,1409.3870967741937
1920-09-01,1304.9354838709678
1920-10-01,1316.3666666666666
1920-11-01,1377.225806451613
1920-12-01,1358.9666666666667
1921-01-01,1294.774193548387
1921-02-01,1135.8387096774193
1921-03-01,1163.9285714285713
1921-04-01,1203.258064516129
1921-05-01,1348.4
1921-06-01,1382.483870967742
1921-07-01,1473.8666666666666
1921-08-01,1836.1290322580646
1921-09-01,1617.1612903225807
1921-10-01,1664.5
1921-11-01,1766.3548387096773
1921-12-01,1311.8333333333333
1922-01-01,1395.2903225806451
1922-02-01,1193.1935483870968
1922-03-01,1278.4642857142858
1922-04-01,1672.8709677419354
1922-05-01,1342.1666666666667
1922-06-01,1581.8387096774193
1922-07-01,1575.7
1922-08-01,1516.5806451612902
1922-09-01,1495.4193548387098
1922-10-01,1506.1666666666667
1922-11-01,1497.3870967741937
1922-12-01,1474.7666666666667
1923-01-01,1405.8709677419354
