,Extraction 4
1986-12-01,7163.0
1987-01-01,6595.806451612903
1987-02-01,5985.4838709677415
1987-03-01,7006.071428571428
1987-04-01,6898.064516129032
1987-05-01,6648.0
1987-06-01,7108.709677419355
1987-07-01,6915.333333333333
1987-08-01,7098.709677419355
1987-09-01,6590.967741935484
1987-10-01,6231.0
1987-11-01,7096.774193548387
1987-12-01,6980.0
1988-01-01,6793.548387096775
1988-02-01,5992.258064516129
1988-03-01,6189.6551724137935
1988-04-01,6644.5161290322585
1988-05-01,6760.333333333333
1988-06-01,6876.129032258064
1988-07-01,9093.666666666666
1988-08-01,7555.4838709677415
1988-09-01,8940.322580645161
1988-10-01,8407.0
1988-11-01,8673.548387096775
1988-12-01,8484.333333333334
1989-01-01,8062.580645161291
1989-02-01,8143.870967741936
1989-03-01,9136.07142857143
1989-04-01,9418.064516129032
1989-05-01,8899.666666666666
1989-06-01,10679.354838709678
1989-07-01,9854.333333333334
1989-08-01,9534.838709677419
1989-09-01,9330.0
1989-10-01,9689.666666666666
1989-11-01,9911.612903225807
1989-12-01,9318.666666666666
1990-01-01,9963.548387096775
1990-02-01,10204.193548387097
1990-03-01,8603.214285714286
1990-04-01,10504.838709677419
1990-05-01,11248.333333333334
1990-06-01,11649.032258064517
1990-07-01,10371.333333333334
1990-08-01,11202.58064516129
1990-09-01,10642.258064516129
1990-10-01,8222.333333333334
1990-11-01,8420.322580645161
1990-12-01,7779.333333333333
1991-01-01,8554.516129032258
1991-02-01,9167.09677419355
1991-03-01,9040.714285714286
1991-04-01,8880.967741935483
1991-05-01,9559.0
1991-06-01,9156.451612903225
1991-07-01,7675.0
1991-08-01,7654.8387096774195
1991-09-01,9322.58064516129
1991-10-01,8803.333333333334
1991-11-01,7983.870967741936
1991-12-01,6936.666666666667
1992-01-01,6406.451612903225
1992-02-01,7035.4838709677415
1992-03-01,7572.413793103448
1992-04-01,7264.5161290322585
1992-05-01,8313.333333333334
1992-06-01,9146.774193548386
1992-07-01,8291.666666666666
1992-08-01,7780.645161290323
1992-09-01,8535.483870967742
1992-10-01,8246.666666666666
1992-11-01,7380.645161290323
1992-12-01,7366.666666666667
1993-01-01,6725.806451612903
1993-02-01,7206.451612903225
1993-03-01,7219.642857142857
1993-04-01,7550.0
1993-05-01,8090.0
1993-06-01,9151.612903225807
1993-07-01,9010.0
1993-08-01,7993.548387096775
1993-09-01,7780.645161290323
1993-10-01,7590.0
1993-11-01,7354.8387096774195
1993-12-01,6750.0
1994-01-01,7158.064516129032
1994-02-01,7589.8387096774195
1994-03-01,8357.75
1994-04-01,8180.806451612903
1994-05-01,8086.666666666667
1994-06-01,8016.129032258064
1994-07-01,8560.0
1994-08-01,11338.709677419354
1994-09-01,8943.354838709678
1994-10-01,7153.433333333333
1994-11-01,6754.8387096774195
1994-12-01,7306.666666666667
1995-01-01,7032.258064516129
1995-02-01,7325.806451612903
1995-03-01,7242.857142857143
1995-04-01,7680.645161290323
1995-05-01,7823.333333333333
1995-06-01,7729.032258064516
1995-07-01,7473.333333333333
1995-08-01,8006.451612903225
1995-09-01,9580.645161290322
1995-10-01,6652.766666666666
1995-11-01,7249.774193548387
1995-12-01,6666.7
1996-01-01,7216.129032258064
1996-02-01,7703.225806451613
1996-03-01,7606.896551724138
1996-04-01,8348.387096774193
1996-05-01,9753.333333333334
1996-06-01,8145.1612903225805
1996-07-01,9283.333333333334
1996-08-01,7645.1612903225805
1996-09-01,8777.41935483871
1996-10-01,7673.333333333333
1996-11-01,6851.612903225807
1996-12-01,7030.0
1997-01-01,6654.8387096774195
1997-02-01,7309.677419354839
1997-03-01,7507.142857142857
1997-04-01,7812.903225806452
1997-05-01,8273.333333333334
1997-06-01,6258.064516129032
1997-07-01,6923.333333333333
1997-08-01,6796.774193548387
1997-09-01,8525.806451612903
1997-10-01,7343.333333333333
1997-11-01,7212.903225806452
1997-12-01,6783.333333333333
1998-01-01,6464.5161290322585
1998-02-01,6816.129032258064
1998-03-01,6885.714285714285
1998-04-01,6716.129032258064
1998-05-01,6593.333333333333
1998-06-01,7125.806451612903
1998-07-01,6993.333333333333
1998-08-01,7280.645161290323
1998-09-01,7480.645161290323
1998-10-01,7616.666666666667
1998-11-01,7358.064516129032
1998-12-01,6933.733333333334
1999-01-01,6364.5161290322585
1999-02-01,6580.645161290323
1999-03-01,7467.857142857143
1999-04-01,7964.5161290322585
1999-05-01,8266.666666666666
1999-06-01,7709.677419354839
1999-07-01,7146.666666666667
1999-08-01,7854.8387096774195
1999-09-01,7558.064516129032
1999-10-01,7903.333333333333
1999-11-01,6974.193548387097
1999-12-01,6956.666666666667
2000-01-01,6790.322580645161
2000-02-01,6816.870967741936
2000-03-01,6929.689655172414
2000-04-01,7169.580645161291
2000-05-01,7695.4
2000-06-01,8291.870967741936
2000-07-01,8424.666666666666
2000-08-01,7649.322580645161
2000-09-01,8449.225806451614
2000-10-01,8710.833333333334
2000-11-01,8666.612903225807
2000-12-01,8903.066666666668
2001-01-01,9441.935483870968
2001-02-01,10354.258064516129
2001-03-01,11011.5
2001-04-01,12464.516129032258
2001-05-01,10494.366666666667
2001-06-01,13311.774193548386
2001-07-01,9215.133333333333
2001-08-01,8818.90322580645
2001-09-01,8690.032258064517
2001-10-01,8145.766666666666
2001-11-01,7555.741935483871
2001-12-01,7271.333333333333
2002-01-01,8155.4838709677415
2002-02-01,7486.354838709677
2002-03-01,6806.928571428572
2002-04-01,6761.258064516129
2002-05-01,7047.866666666667
2002-06-01,7029.677419354839
2002-07-01,7618.9
2002-08-01,7763.1612903225805
2002-09-01,7350.935483870968
2002-10-01,7209.466666666666
2002-11-01,7271.580645161291
2002-12-01,7070.8
2003-01-01,6191.806451612903
2003-02-01,6843.322580645161
2003-03-01,7515.571428571428
2003-04-01,8347.064516129032
2003-05-01,8666.3
2003-06-01,11038.709677419354
2003-07-01,9843.333333333334
2003-08-01,7935.4838709677415
2003-09-01,9425.806451612903
2003-10-01,8096.666666666667
2003-11-01,7916.129032258064
2003-12-01,7734.3
2004-01-01,6828.096774193548
2004-02-01,6927.419354838709
2004-03-01,6591.379310344828
2004-04-01,6889.5161290322585
2004-05-01,7657.5
2004-06-01,7873.0
2004-07-01,8031.233333333334
2004-08-01,7568.354838709677
2004-09-01,7544.870967741936
2004-10-01,7822.2
2004-11-01,7157.032258064516
2004-12-01,5961.533333333334
2005-01-01,5734.548387096775
2005-02-01,5280.1612903225805
2005-03-01,5278.428571428572
2005-04-01,5479.451612903225
2005-05-01,9013.766666666666
2005-06-01,9199.032258064517
2005-07-01,8630.5
2005-08-01,7076.548387096775
2005-09-01,6831.354838709677
2005-10-01,4868.733333333334
2005-11-01,4986.580645161291
2005-12-01,5038.333333333333
2006-01-01,5268.870967741936
2006-02-01,5318.548387096775
2006-03-01,7343.464285714285
2006-04-01,7631.774193548387
2006-05-01,7714.466666666666
2006-06-01,8318.90322580645
2006-07-01,8529.866666666667
2006-08-01,9954.90322580645
2006-09-01,6000.806451612903
2006-10-01,5914.9
2006-11-01,5765.032258064516
2006-12-01,5222.466666666666
2007-01-01,7751.096774193548
2007-02-01,7771.096774193548
2007-03-01,8339.464285714286
2007-04-01,9049.354838709678
2007-05-01,9843.233333333334
2007-06-01,8837.645161290322
2007-07-01,9089.8
2007-08-01,8098.0
2007-09-01,7848.1612903225805
2007-10-01,8247.866666666667
2007-11-01,8288.225806451614
2007-12-01,8478.433333333332
2008-01-01,8286.064516129032
2008-02-01,7595.967741935484
2008-03-01,7690.724137931034
2008-04-01,8290.516129032258
2008-05-01,8935.766666666666
2008-06-01,8990.774193548386
2008-07-01,8245.433333333332
2008-08-01,7591.8387096774195
2008-09-01,7433.870967741936
2008-10-01,7760.6
2008-11-01,7924.419354838709
2008-12-01,7558.4
2009-01-01,7522.4838709677415
2009-02-01,7947.322580645161
2009-03-01,7421.928571428572
2009-04-01,8354.225806451614
2009-05-01,8330.966666666667
2009-06-01,8068.870967741936
2009-07-01,7990.3
2009-08-01,7205.193548387097
2009-09-01,7419.548387096775
2009-10-01,7038.033333333334
2009-11-01,7944.548387096775
2009-12-01,6683.633333333333
2010-01-01,5594.741935483871
2010-02-01,5613.741935483871
2010-03-01,5639.964285714285
2010-04-01,5501.741935483871
2010-05-01,7235.6
2010-06-01,7558.677419354839
2010-07-01,7732.0
2010-08-01,7149.193548387097
2010-09-01,5879.1612903225805
2010-10-01,5666.166666666667
2010-11-01,5788.548387096775
2010-12-01,5775.866666666667
2011-01-01,9125.387096774193
2011-02-01,5400.806451612903
2011-03-01,4926.214285714285
2011-04-01,4708.1612903225805
2011-05-01,5112.033333333334
2011-06-01,5448.806451612903
2011-07-01,5052.766666666666
2011-08-01,4657.096774193548
2011-09-01,4484.967741935484
2011-10-01,4936.1
2011-11-01,5126.129032258064
2011-12-01,4689.833333333333
2012-01-01,4810.806451612903
2012-02-01,9118.645161290322
2012-03-01,4462.758620689655
2012-04-01,4154.612903225807
2012-05-01,3554.8333333333335
2012-06-01,4286.322580645161
2012-07-01,4071.633333333333
2012-08-01,3756.3225806451615
2012-09-01,4229.064516129032
2012-10-01,4184.566666666667
2012-11-01,4407.806451612903
2012-12-01,5141.333333333333
2013-01-01,5059.967741935484
2013-02-01,5337.548387096775
2013-03-01,4397.464285714285
2013-04-01,4000.8709677419356
2013-05-01,4173.466666666666
2013-06-01,4291.4838709677415
2013-07-01,4703.566666666667
2013-08-01,4789.4838709677415
2013-09-01,4111.032258064516
2013-10-01,4192.5
2013-11-01,4006.3548387096776
2013-12-01,4521.566666666667
2014-01-01,4278.451612903225
2014-02-01,3917.6451612903224
2014-03-01,3835.214285714286
2014-04-01,4638.8387096774195
2014-05-01,5501.3
2014-06-01,4806.806451612903
2014-07-01,5291.233333333334
2014-08-01,4636.935483870968
2014-09-01,4290.096774193548
2014-10-01,4213.033333333334
2014-11-01,4492.387096774193
2014-12-01,4453.9
2015-01-01,5280.290322580645
2015-02-01,4393.387096774193
2015-03-01,4720.928571428572
2015-04-01,4811.096774193548
2015-05-01,4598.7
2015-06-01,4516.548387096775
2015-07-01,4438.2
2015-08-01,5065.419354838709
2015-09-01,4133.806451612903
