,Observation well
2011-02-01 11:50:00,8.46
2011-02-02 11:50:00,8.44
2011-02-03 11:50:00,8.46
2011-02-04 11:50:00,8.52
2011-02-05 11:50:00,8.51
2011-02-06 11:50:00,8.48
2011-02-07 11:50:00,8.54
2011-02-08 11:50:00,8.46
2011-02-09 11:50:00,8.48
2011-02-10 11:50:00,8.53
2011-02-11 11:50:00,8.56
2011-02-12 11:50:00,8.57
2011-02-13 11:50:00,8.58
2011-02-14 11:50:00,8.62
2011-02-15 11:50:00,8.68
2011-02-16 11:50:00,8.67
2011-02-17 11:50:00,8.62
2011-02-18 11:50:00,8.53
2011-02-19 11:50:00,8.54
2011-02-20 11:50:00,8.54
2011-02-21 11:50:00,8.53
2011-02-22 11:50:00,8.52
2011-02-23 11:50:00,8.48
2011-02-24 11:50:00,8.5
2011-02-25 11:50:00,8.45
2011-02-26 11:50:00,8.59
2011-02-27 11:50:00,8.57
2011-02-28 11:50:00,8.48
2011-03-01 11:50:00,8.4
2011-03-02 11:50:00,8.43
2011-03-03 11:50:00,8.45
2011-03-04 11:50:00,8.47
2011-03-05 11:50:00,8.5
2011-03-06 11:50:00,8.49
2011-03-07 11:50:00,8.48
2011-03-08 11:50:00,8.56
2011-03-09 11:50:00,8.63
2011-03-10 11:50:00,8.64
2011-03-11 11:50:00,8.6
2011-03-12 11:50:00,8.66
2011-03-13 11:50:00,8.69
2011-03-14 11:50:00,8.57
2011-03-15 11:50:00,8.56
2011-03-16 11:50:00,8.59
2011-03-17 11:50:00,8.59
2011-03-18 11:50:00,8.48
2011-03-19 11:50:00,8.39
2011-03-20 11:50:00,8.41
2011-03-21 11:50:00,8.41
2011-03-22 11:50:00,8.4
2011-03-23 11:50:00,8.39
2011-03-24 11:50:00,8.44
2011-03-25 11:50:00,8.57
2011-03-26 11:50:00,8.59
2011-03-27 11:50:00,8.61
2011-03-28 11:50:00,8.58
2011-03-29 11:50:00,8.57
2011-03-30 11:50:00,8.59
2011-03-31 11:50:00,8.59
2011-04-01 11:50:00,8.51
2011-04-02 11:50:00,8.57
2011-04-03 11:50:00,8.55
2011-04-04 11:50:00,8.48
2011-04-05 11:50:00,8.47
2011-04-06 11:50:00,8.44
2011-04-07 11:50:00,8.44
2011-04-08 11:50:00,8.45
2011-04-09 11:50:00,8.41
2011-04-10 11:50:00,8.46
2011-04-11 11:50:00,8.51
2011-04-12 11:50:00,8.43
2011-04-13 11:50:00,8.46
2011-04-14 11:50:00,8.49
2011-04-15 11:50:00,8.49
2011-04-16 11:50:00,8.47
2011-04-17 11:50:00,8.43
2011-04-18 11:50:00,8.49
2011-04-19 11:50:00,8.49
2011-04-20 11:50:00,8.47
2011-04-21 11:50:00,8.48
2011-04-22 11:50:00,8.49
2011-04-23 11:50:00,8.42
2011-04-24 11:50:00,8.36
2011-04-25 11:50:00,8.34
2011-04-26 11:50:00,8.32
2011-04-27 11:50:00,8.3
2011-04-28 11:50:00,8.34
2011-04-29 11:50:00,8.39
2011-04-30 11:50:00,8.39
2011-05-01 11:50:00,8.39
2011-05-02 11:50:00,8.39
2011-05-03 11:50:00,8.3
2011-05-04 11:50:00,8.2
2011-05-05 11:50:00,8.2
2011-05-06 11:50:00,8.2
2011-05-07 11:50:00,8.2
2011-05-08 11:50:00,8.16
2011-05-09 11:50:00,8.1
2011-05-10 11:50:00,8.06
2011-05-11 11:50:00,8.1
2011-05-12 11:50:00,8.07
2011-05-13 11:50:00,8.06
2011-05-14 11:50:00,8.08
2011-05-15 11:50:00,8.04
2011-05-16 11:50:00,8.03
2011-05-17 11:50:00,8.04
2011-05-18 11:50:00,8.09
2011-05-19 11:50:00,8.06
2011-05-20 11:50:00,8.08
2011-05-21 11:50:00,8.04
2011-05-22 11:50:00,8.08
2011-05-23 11:50:00,8.03
2011-05-24 11:50:00,7.95
2011-05-25 11:50:00,7.92
2011-05-26 11:50:00,8.01
2011-05-27 11:50:00,8.0
2011-05-28 11:50:00,7.98
2011-05-29 11:50:00,8.0
2011-05-30 11:50:00,8.08
2011-05-31 11:50:00,8.05
2011-06-01 11:50:00,7.9
2011-06-02 11:50:00,7.85
2011-06-03 11:50:00,7.89
2011-06-04 11:50:00,7.99
2011-06-05 11:50:00,8.05
2011-06-06 11:50:00,8.09
2011-06-07 11:50:00,8.06
2011-06-08 11:50:00,8.09
2011-06-09 11:50:00,8.05
2011-06-10 11:50:00,8.05
2011-06-11 11:50:00,8.07
2011-06-12 11:50:00,8.05
2011-06-13 11:50:00,8.1
2011-06-14 11:50:00,8.06
2011-06-15 11:50:00,8.09
2011-06-16 11:50:00,8.13
2011-06-17 11:50:00,8.12
2011-06-18 11:50:00,8.22
2011-06-19 11:50:00,8.17
2011-06-20 11:50:00,8.13
2011-06-21 11:50:00,8.16
2011-06-22 11:50:00,8.17
2011-06-23 11:50:00,8.14
2011-06-24 11:50:00,8.1
2011-06-25 11:50:00,8.11
2011-06-26 11:50:00,8.11
2011-06-27 11:50:00,8.18
2011-06-28 11:50:00,8.18
2011-06-29 11:50:00,8.14
2011-06-30 11:50:00,8.13
2011-07-01 11:50:00,8.13
2011-07-02 11:50:00,8.16
2011-07-03 11:50:00,8.19
2011-07-04 11:50:00,8.19
2011-07-05 11:50:00,8.19
2011-07-06 11:50:00,8.24
2011-07-07 11:50:00,8.23
2011-07-08 11:50:00,8.21
2011-07-09 11:50:00,8.17
2011-07-10 11:50:00,8.12
2011-07-11 11:50:00,8.1
2011-07-12 11:50:00,8.15
2011-07-13 11:50:00,8.16
2011-07-14 11:50:00,8.2
2011-07-15 11:50:00,8.16
2011-07-16 11:50:00,8.28
2011-07-17 11:50:00,8.36
2011-07-18 11:50:00,8.36
2011-07-19 11:50:00,8.31
2011-07-20 11:50:00,8.28
2011-07-21 11:50:00,8.28
2011-07-22 11:50:00,8.26
2011-07-23 11:50:00,8.3
2011-07-24 11:50:00,8.31
2011-07-25 11:50:00,8.32
2011-07-26 11:50:00,8.28
2011-07-27 11:50:00,8.25
2011-07-28 11:50:00,8.24
2011-07-29 11:50:00,8.23
2011-07-30 11:50:00,8.28
2011-07-31 11:50:00,8.31
2011-08-01 11:50:00,8.32
2011-08-02 11:50:00,8.32
2011-08-03 11:50:00,8.31
2011-08-04 11:50:00,8.3
2011-08-05 11:50:00,8.31
2011-08-06 11:50:00,8.39
2011-08-07 11:50:00,8.39
2011-08-08 11:50:00,8.39
2011-08-09 11:50:00,8.25
2011-08-10 11:50:00,8.24
2011-08-11 11:50:00,8.34
2011-08-12 11:50:00,8.35
2011-08-13 11:50:00,8.35
2011-08-14 11:50:00,8.37
2011-08-15 11:50:00,8.29
2011-08-16 11:50:00,8.27
2011-08-17 11:50:00,8.28
2011-08-18 11:50:00,8.32
2011-08-19 11:50:00,8.27
2011-08-20 11:50:00,8.24
2011-08-21 11:50:00,8.32
2011-08-22 11:50:00,8.25
2011-08-23 11:50:00,8.33
2011-08-24 11:50:00,8.31
2011-08-25 11:50:00,8.34
2011-08-26 11:50:00,8.44
2011-08-27 11:50:00,8.35
2011-08-28 11:50:00,8.3
2011-08-29 11:50:00,8.3
2011-08-30 11:50:00,8.29
2011-08-31 11:50:00,8.32
2011-09-01 11:50:00,8.31
2011-09-02 11:50:00,8.34
2011-09-03 11:50:00,8.33
2011-09-04 11:50:00,8.34
2011-09-05 11:50:00,8.32
2011-09-06 11:50:00,8.32
2011-09-07 11:50:00,8.34
2011-09-08 11:50:00,8.34
2011-09-09 11:50:00,8.33
2011-09-10 11:50:00,8.37
2011-09-11 11:50:00,8.36
2011-09-12 11:50:00,8.38
2011-09-13 11:50:00,8.33
2011-09-14 11:50:00,8.23
2011-09-15 11:50:00,8.19
2011-09-16 11:50:00,8.25
2011-09-17 11:50:00,8.3
2011-09-18 11:50:00,8.36
2011-09-19 11:50:00,8.28
2011-09-20 11:50:00,8.21
2011-09-21 11:50:00,8.25
2011-09-22 11:50:00,8.25
2011-09-23 11:50:00,8.25
2011-09-24 11:50:00,8.28
2011-09-25 11:50:00,8.27
2011-09-26 11:50:00,8.22
2011-09-27 11:50:00,8.22
2011-09-28 11:50:00,8.24
2011-09-29 11:50:00,8.27
2011-09-30 11:50:00,8.28
2011-10-01 11:50:00,8.27
2011-10-02 11:50:00,8.27
2011-10-03 11:50:00,8.32
2011-10-04 11:50:00,8.31
2011-10-05 11:50:00,8.32
2011-10-06 11:50:00,8.42
2011-10-07 11:50:00,8.36
2011-10-08 11:50:00,8.33
2011-10-09 11:50:00,8.31
2011-10-10 11:50:00,8.35
2011-10-11 11:50:00,8.32
2011-10-12 11:50:00,8.31
2011-10-13 11:50:00,8.24
2011-10-14 11:50:00,8.22
2011-10-15 11:50:00,8.27
2011-10-16 11:50:00,8.32
2011-10-17 11:50:00,8.35
2011-10-18 11:50:00,8.45
2011-10-19 11:50:00,8.39
2011-10-20 11:50:00,8.29
2011-10-21 11:50:00,8.29
2011-10-22 11:50:00,8.35
2011-10-23 11:50:00,8.41
2011-10-24 11:50:00,8.48
2011-10-25 11:50:00,8.48
2011-10-26 11:50:00,8.4
2011-10-27 11:50:00,8.39
2011-10-28 11:50:00,8.28
2011-10-29 11:50:00,8.3
2011-10-30 11:50:00,8.32
2011-10-31 11:50:00,8.34
2011-11-01 11:50:00,8.41
2011-11-02 11:50:00,8.39
2011-11-03 11:50:00,8.48
2011-11-04 11:50:00,8.47
2011-11-05 11:50:00,8.43
2011-11-06 11:50:00,8.31
2011-11-07 11:50:00,8.29
2011-11-08 11:50:00,8.33
2011-11-09 11:50:00,8.31
2011-11-10 11:50:00,8.3
2011-11-11 11:50:00,8.32
2011-11-12 11:50:00,8.26
2011-11-13 11:50:00,8.23
2011-11-14 11:50:00,8.29
2011-11-15 11:50:00,8.34
2011-11-16 11:50:00,8.34
2011-11-17 11:50:00,8.33
2011-11-18 11:50:00,8.31
2011-11-19 11:50:00,8.34
2011-11-20 11:50:00,8.32
2011-11-21 11:50:00,8.35
2011-11-22 11:50:00,8.34
2011-11-23 11:50:00,8.27
2011-11-24 11:50:00,8.24
2011-11-25 11:50:00,8.31
2011-11-26 11:50:00,8.27
2011-11-27 11:50:00,8.35
2011-11-28 11:50:00,8.26
2011-11-29 11:50:00,8.37
2011-11-30 11:50:00,8.27
2011-12-01 11:50:00,8.39
2011-12-02 11:50:00,8.37
2011-12-03 11:50:00,8.46
2011-12-04 11:50:00,8.43
2011-12-05 11:50:00,8.4
2011-12-06 11:50:00,8.39
2011-12-07 11:50:00,8.44
2011-12-08 11:50:00,8.3
2011-12-09 11:50:00,8.37
2011-12-10 11:50:00,8.34
2011-12-11 11:50:00,8.35
2011-12-12 11:50:00,8.42
2011-12-13 11:50:00,8.55
2011-12-14 11:50:00,8.5
2011-12-15 11:50:00,8.47
2011-12-16 11:50:00,8.68
2011-12-17 11:50:00,8.4
2011-12-18 11:50:00,8.36
2011-12-19 11:50:00,8.33
2011-12-20 11:50:00,8.43
2011-12-21 11:50:00,8.39
2011-12-22 11:50:00,8.36
2011-12-23 11:50:00,8.41
2011-12-24 11:50:00,8.36
2011-12-25 11:50:00,8.38
2011-12-26 11:50:00,8.35
2011-12-27 11:50:00,8.37
2011-12-28 11:50:00,8.49
2011-12-29 11:50:00,8.53
2011-12-30 11:50:00,8.57
2011-12-31 11:50:00,8.63
2012-01-01 11:50:00,8.63
2012-01-02 11:50:00,8.65
2012-01-03 11:50:00,8.69
2012-01-04 11:50:00,8.59
2012-01-05 11:50:00,8.81
2012-01-06 11:50:00,8.57
2012-01-07 11:50:00,8.62
2012-01-08 11:50:00,8.58
2012-01-09 11:50:00,8.56
2012-01-10 11:50:00,8.52
2012-01-11 11:50:00,8.54
2012-01-12 11:50:00,8.63
2012-01-13 11:50:00,8.6
2012-01-14 11:50:00,8.61
2012-01-15 11:50:00,8.64
2012-01-16 11:50:00,8.64
2012-01-17 11:50:00,8.62
2012-01-18 11:50:00,8.65
2012-01-19 11:50:00,8.77
2012-01-20 11:50:00,8.75
2012-01-21 11:50:00,8.82
2012-01-22 11:50:00,8.82
2012-01-23 11:50:00,8.76
2012-01-24 11:50:00,8.71
2012-01-25 11:50:00,8.74
2012-01-26 11:50:00,8.8
2012-01-27 11:50:00,8.74
2012-01-28 11:50:00,8.69
2012-01-29 11:50:00,8.68
2012-01-30 11:50:00,8.73
2012-01-31 11:50:00,8.74
2012-02-01 11:50:00,8.7
2012-02-02 11:50:00,8.67
2012-02-03 11:50:00,8.64
2012-02-04 11:50:00,8.63
2012-02-05 11:50:00,8.71
2012-02-06 11:50:00,8.67
2012-02-07 11:50:00,8.62
2012-02-08 11:50:00,8.64
2012-02-09 11:50:00,8.64
2012-02-10 11:50:00,8.62
2012-02-11 11:50:00,8.65
2012-02-12 11:50:00,8.69
2012-02-13 11:50:00,8.75
2012-02-14 11:50:00,8.77
2012-02-15 11:50:00,8.78
2012-02-16 11:50:00,8.69
2012-02-17 11:50:00,8.71
2012-02-18 11:50:00,8.78
2012-02-19 11:50:00,8.73
2012-02-20 11:50:00,8.61
2012-02-21 11:50:00,8.64
2012-02-22 11:50:00,8.66
2012-02-23 11:50:00,8.72
2012-02-24 11:50:00,8.7
2012-02-25 11:50:00,8.7
2012-02-26 11:50:00,8.68
2012-02-27 11:50:00,8.71
2012-02-28 11:50:00,8.73
2012-02-29 11:50:00,8.71
2012-03-01 11:50:00,8.7
2012-03-02 11:50:00,8.7
2012-03-03 11:50:00,8.76
2012-03-04 11:50:00,8.77
2012-03-05 11:50:00,8.86
2012-03-06 11:50:00,8.73
2012-03-07 11:50:00,8.77
2012-03-08 11:50:00,8.69
2012-03-09 11:50:00,8.65
2012-03-10 11:50:00,8.66
2012-03-11 11:50:00,8.67
2012-03-12 11:50:00,8.71
2012-03-13 11:50:00,8.71
2012-03-14 11:50:00,8.74
2012-03-15 11:50:00,8.79
2012-03-16 11:50:00,8.83
2012-03-17 11:50:00,8.86
2012-03-18 11:50:00,8.87
2012-03-19 11:50:00,8.72
2012-03-20 11:50:00,8.69
2012-03-21 11:50:00,8.69
2012-03-22 11:50:00,8.74
2012-03-23 11:50:00,8.77
2012-03-24 11:50:00,8.75
2012-03-25 11:50:00,8.7
2012-03-26 11:50:00,8.68
2012-03-27 11:50:00,8.69
2012-03-28 11:50:00,8.72
2012-03-29 11:50:00,8.76
2012-03-30 11:50:00,8.78
2012-03-31 11:50:00,8.83
2012-04-01 11:50:00,8.79
2012-04-02 11:50:00,8.84
2012-04-03 11:50:00,8.91
2012-04-04 11:50:00,8.85
2012-04-05 11:50:00,8.76
2012-04-06 11:50:00,8.78
2012-04-07 11:50:00,8.8
2012-04-08 11:50:00,8.74
2012-04-09 11:50:00,8.85
2012-04-10 11:50:00,8.92
2012-04-11 11:50:00,8.87
2012-04-12 11:50:00,8.81
2012-04-13 11:50:00,8.78
2012-04-14 11:50:00,8.79
2012-04-15 11:50:00,8.7
2012-04-16 11:50:00,8.64
2012-04-17 11:50:00,8.79
2012-04-18 11:50:00,8.91
2012-04-19 11:50:00,8.93
2012-04-20 11:50:00,8.84
2012-04-21 11:50:00,8.83
2012-04-22 11:50:00,8.78
2012-04-23 11:50:00,8.81
2012-04-24 11:50:00,8.87
2012-04-25 11:50:00,8.85
2012-04-26 11:50:00,8.81
2012-04-27 11:50:00,8.71
2012-04-28 11:50:00,8.73
2012-04-29 11:50:00,8.8
2012-04-30 11:50:00,8.72
2012-05-01 11:50:00,8.71
2012-05-02 11:50:00,8.71
2012-05-03 11:50:00,8.77
2012-05-04 11:50:00,8.83
2012-05-05 11:50:00,8.82
2012-05-06 11:50:00,8.78
2012-05-07 12:00:00,8.75
2012-05-08 12:00:00,8.81
2012-05-09 12:00:00,8.81
2012-05-10 12:00:00,8.8
2012-05-11 12:00:00,8.76
2012-05-12 12:00:00,8.65
2012-05-13 12:00:00,8.68
2012-05-14 12:00:00,8.81
2012-05-15 12:00:00,8.9
2012-05-16 12:00:00,8.78
2012-05-17 12:00:00,8.82
2012-05-18 12:00:00,8.94
2012-05-19 12:00:00,8.88
2012-05-20 12:00:00,8.91
2012-05-21 12:00:00,8.96
2012-05-22 12:00:00,8.9
2012-05-23 12:00:00,8.77
2012-05-24 12:00:00,8.74
2012-05-25 12:00:00,8.74
2012-05-26 12:00:00,8.75
2012-05-27 12:00:00,8.72
2012-05-28 12:00:00,8.74
2012-05-29 12:00:00,8.73
2012-05-30 12:00:00,8.65
2012-05-31 12:00:00,8.69
2012-06-01 12:00:00,8.67
2012-06-02 12:00:00,8.7
2012-06-03 12:00:00,8.8
2012-06-04 12:00:00,8.81
2012-06-05 12:00:00,8.73
2012-06-06 12:00:00,8.86
2012-06-07 12:00:00,8.9
2012-06-08 12:00:00,8.89
2012-06-09 12:00:00,8.85
2012-06-10 12:00:00,8.86
2012-06-11 12:00:00,8.94
2012-06-12 12:00:00,8.92
2012-06-13 12:00:00,8.84
2012-06-14 12:00:00,8.8
2012-06-15 12:00:00,8.87
2012-06-16 12:00:00,8.88
2012-06-17 12:00:00,8.81
2012-06-18 12:00:00,8.85
2012-06-19 12:00:00,8.83
2012-06-20 12:00:00,8.88
2012-06-21 12:00:00,8.93
2012-06-22 12:00:00,8.89
2012-06-23 12:00:00,8.81
2012-06-24 12:00:00,8.93
2012-06-25 12:00:00,8.87
2012-06-26 12:00:00,8.84
2012-06-27 12:00:00,8.85
2012-06-28 12:00:00,8.96
2012-06-29 12:00:00,8.95
2012-06-30 12:00:00,8.89
2012-07-01 12:00:00,8.84
2012-07-02 12:00:00,8.83
2012-07-03 12:00:00,8.85
2012-07-04 12:00:00,8.88
2012-07-05 12:00:00,8.89
2012-07-06 12:00:00,8.91
2012-07-07 12:00:00,8.91
2012-07-08 12:00:00,8.96
2012-07-09 12:00:00,8.91
2012-07-10 12:00:00,8.92
2012-07-11 12:00:00,8.93
2012-07-12 12:00:00,8.92
2012-07-13 12:00:00,9.01
2012-07-14 12:00:00,9.02
2012-07-15 12:00:00,8.94
2012-07-16 12:00:00,8.89
2012-07-17 12:00:00,8.91
2012-07-18 12:00:00,9.0
2012-07-19 12:00:00,9.06
2012-07-20 12:00:00,9.01
2012-07-21 12:00:00,8.96
2012-07-22 12:00:00,8.93
2012-07-23 12:00:00,8.97
2012-07-24 12:00:00,9.01
2012-07-25 12:00:00,9.0
2012-07-26 12:00:00,8.97
2012-07-27 12:00:00,9.01
2012-07-28 12:00:00,9.03
2012-07-29 12:00:00,8.99
2012-07-30 12:00:00,8.97
2012-07-31 12:00:00,8.96
2012-08-01 12:00:00,9.0
2012-08-02 12:00:00,8.99
2012-08-03 12:00:00,8.97
2012-08-04 12:00:00,8.99
2012-08-05 12:00:00,9.01
2012-08-06 12:00:00,9.0
2012-08-07 12:00:00,8.92
2012-08-08 12:00:00,8.9
2012-08-09 12:00:00,8.89
2012-08-10 12:00:00,8.87
2012-08-11 12:00:00,8.91
2012-08-12 12:00:00,8.97
2012-08-13 12:00:00,8.97
2012-08-14 12:00:00,8.94
2012-08-15 12:00:00,8.99
2012-08-16 12:00:00,8.88
2012-08-17 12:00:00,8.85
2012-08-18 12:00:00,8.86
2012-08-19 12:00:00,8.85
2012-08-20 12:00:00,8.77
2012-08-21 12:00:00,8.8
2012-08-22 12:00:00,8.79
2012-08-23 12:00:00,8.8
2012-08-24 12:00:00,8.87
2012-08-25 12:00:00,8.88
2012-08-26 12:00:00,8.83
2012-08-27 12:00:00,8.79
2012-08-28 12:00:00,8.83
2012-08-29 12:00:00,8.83
2012-08-30 12:00:00,8.81
2012-08-31 12:00:00,8.77
2012-09-01 12:00:00,8.75
2012-09-02 12:00:00,8.79
2012-09-03 12:00:00,8.78
2012-09-04 12:00:00,8.8
2012-09-05 12:00:00,8.79
2012-09-06 12:00:00,8.77
2012-09-07 12:00:00,8.79
2012-09-08 12:00:00,8.83
2012-09-09 12:00:00,8.89
2012-09-10 12:00:00,8.87
2012-09-11 12:00:00,8.88
2012-09-12 12:00:00,8.86
2012-09-13 12:00:00,8.82
2012-09-14 12:00:00,8.87
2012-09-15 12:00:00,8.82
2012-09-16 12:00:00,8.85
2012-09-17 12:00:00,8.85
2012-09-18 12:00:00,8.86
2012-09-19 12:00:00,8.8
2012-09-20 12:00:00,8.79
2012-09-21 12:00:00,8.85
2012-09-22 12:00:00,8.83
2012-09-23 12:00:00,8.86
2012-09-24 12:00:00,9.08
2012-09-25 12:00:00,9.0
2012-09-26 12:00:00,8.96
2012-09-27 12:00:00,8.9
2012-09-28 12:00:00,8.82
2012-09-29 12:00:00,8.81
2012-09-30 12:00:00,8.79
2012-10-01 12:00:00,8.84
2012-10-02 12:00:00,8.85
2012-10-03 12:00:00,8.9
2012-10-04 12:00:00,8.91
2012-10-05 12:00:00,8.9
2012-10-06 12:00:00,8.87
2012-10-07 12:00:00,8.8
2012-10-08 12:00:00,8.85
2012-10-09 12:00:00,8.88
2012-10-10 12:00:00,8.88
2012-10-11 12:00:00,8.95
2012-10-12 12:00:00,8.98
2012-10-13 12:00:00,8.97
2012-10-14 12:00:00,9.03
2012-10-15 12:00:00,8.97
2012-10-16 12:00:00,8.99
2012-10-17 12:00:00,9.05
2012-10-18 12:00:00,9.03
2012-10-19 12:00:00,9.0
2012-10-20 12:00:00,8.94
2012-10-21 12:00:00,8.96
2012-10-22 12:00:00,8.95
2012-10-23 12:00:00,8.93
2012-10-24 12:00:00,8.97
2012-10-25 12:00:00,9.01
2012-10-26 12:00:00,9.05
2012-10-27 12:00:00,9.07
2012-10-28 12:00:00,9.01
2012-10-29 12:00:00,8.99
2012-10-30 12:00:00,9.03
2012-10-31 12:00:00,9.08
2012-11-01 12:00:00,9.2
2012-11-02 12:00:00,9.06
2012-11-03 12:00:00,9.04
2012-11-04 12:00:00,9.05
2012-11-05 12:00:00,8.99
2012-11-06 12:00:00,8.86
2012-11-07 12:00:00,8.83
2012-11-08 12:00:00,8.9
2012-11-09 12:00:00,8.95
2012-11-10 12:00:00,9.08
2012-11-11 12:00:00,8.97
2012-11-12 12:00:00,8.87
2012-11-13 12:00:00,8.84
2012-11-14 12:00:00,8.95
2012-11-15 12:00:00,8.99
2012-11-16 12:00:00,9.05
2012-11-17 12:00:00,9.1
2012-11-18 12:00:00,9.06
2012-11-19 12:00:00,9.06
2012-11-20 12:00:00,9.06
2012-11-21 12:00:00,9.11
2012-11-22 12:00:00,9.03
2012-11-23 12:00:00,9.07
2012-11-24 12:00:00,9.05
2012-11-25 12:00:00,9.12
2012-11-26 12:00:00,9.17
2012-11-27 12:00:00,9.15
2012-11-28 12:00:00,9.1
2012-11-29 12:00:00,9.1
2012-11-30 12:00:00,9.07
2012-12-01 12:00:00,9.05
2012-12-02 12:00:00,9.06
2012-12-03 12:00:00,9.12
2012-12-04 12:00:00,9.17
2012-12-05 12:00:00,9.13
2012-12-06 12:00:00,9.04
2012-12-07 12:00:00,9.22
2012-12-08 12:00:00,8.99
2012-12-09 12:00:00,9.09
2012-12-10 12:00:00,9.1
2012-12-11 12:00:00,9.0
2012-12-12 12:00:00,9.07
2012-12-13 12:00:00,9.19
2012-12-14 12:00:00,9.31
2012-12-15 12:00:00,9.28
2012-12-16 12:00:00,9.22
2012-12-17 12:00:00,9.24
2012-12-18 12:00:00,9.15
2012-12-19 12:00:00,9.09
2012-12-20 12:00:00,9.2
2012-12-21 12:00:00,9.21
2012-12-22 12:00:00,9.2
2012-12-23 12:00:00,9.27
2012-12-24 12:00:00,9.3
2012-12-25 12:00:00,9.36
2012-12-26 12:00:00,9.29
2012-12-27 12:00:00,9.37
2012-12-28 12:00:00,9.21
2012-12-29 12:00:00,9.33
2012-12-30 12:00:00,9.33
2012-12-31 12:00:00,9.36
2013-01-01 12:00:00,9.41
2013-01-02 12:00:00,9.27
2013-01-03 12:00:00,9.22
2013-01-04 12:00:00,9.19
2013-01-05 12:00:00,9.22
2013-01-06 12:00:00,9.27
2013-01-07 12:00:00,9.31
2013-01-08 12:00:00,9.34
2013-01-09 12:00:00,9.39
2013-01-10 12:00:00,9.44
2013-01-11 12:00:00,9.4
2013-01-12 12:00:00,9.41
2013-01-13 12:00:00,9.4
2013-01-14 12:00:00,9.42
2013-01-15 12:00:00,9.49
2013-01-16 12:00:00,9.43
2013-01-17 12:00:00,9.35
2013-01-18 12:00:00,9.44
2013-01-19 12:00:00,9.5
2013-01-20 12:00:00,9.53
2013-01-21 12:00:00,9.48
2013-01-22 12:00:00,9.41
2013-01-23 12:00:00,9.36
2013-01-24 12:00:00,9.31
2013-01-25 12:00:00,9.28
2013-01-26 12:00:00,9.37
2013-01-27 12:00:00,9.45
2013-01-28 12:00:00,9.33
2013-01-29 12:00:00,9.38
2013-01-30 12:00:00,9.39
2013-01-31 12:00:00,9.37
2013-02-01 12:00:00,9.46
2013-02-02 12:00:00,9.39
2013-02-03 12:00:00,9.34
2013-02-04 12:00:00,9.42
2013-02-05 12:00:00,9.51
2013-02-06 12:00:00,9.51
2013-02-07 12:00:00,9.42
2013-02-08 12:00:00,9.4
2013-02-09 12:00:00,9.38
2013-02-10 12:00:00,9.49
2013-02-11 12:00:00,9.56
2013-02-12 12:00:00,9.44
2013-02-13 12:00:00,9.36
2013-02-14 12:00:00,9.46
2013-02-15 12:00:00,9.42
2013-02-16 12:00:00,9.37
2013-02-17 12:00:00,9.38
2013-02-18 12:00:00,9.41
2013-02-19 12:00:00,9.44
2013-02-20 12:00:00,9.38
2013-02-21 12:00:00,9.39
2013-02-22 12:00:00,9.42
2013-02-23 12:00:00,9.43
2013-02-24 12:00:00,9.43
2013-02-25 12:00:00,9.38
2013-02-26 12:00:00,9.31
2013-02-27 12:00:00,9.31
2013-02-28 12:00:00,9.34
2013-03-01 12:00:00,9.34
2013-03-02 12:00:00,9.35
2013-03-03 12:00:00,9.38
2013-03-04 12:00:00,9.44
2013-03-05 12:00:00,9.49
2013-03-06 12:00:00,9.52
2013-03-07 12:00:00,9.54
2013-03-08 12:00:00,9.53
2013-03-09 12:00:00,9.49
2013-03-10 12:00:00,9.46
2013-03-11 12:00:00,9.42
2013-03-12 12:00:00,9.43
2013-03-13 12:00:00,9.41
2013-03-14 12:00:00,9.35
2013-03-15 12:00:00,9.36
2013-03-16 12:00:00,9.42
2013-03-17 12:00:00,9.5
2013-03-18 12:00:00,9.52
2013-03-19 12:00:00,9.46
2013-03-20 12:00:00,9.41
2013-03-21 12:00:00,9.28
2013-03-22 12:00:00,9.32
2013-03-23 12:00:00,9.34
2013-03-24 12:00:00,9.34
2013-03-25 12:00:00,9.33
2013-03-26 12:00:00,9.34
2013-03-27 12:00:00,9.35
2013-03-28 12:00:00,9.35
2013-03-29 12:00:00,9.33
2013-03-30 12:00:00,9.32
2013-03-31 12:00:00,9.26
2013-04-01 12:00:00,9.27
2013-04-02 12:00:00,9.26
2013-04-03 12:00:00,9.22
2013-04-04 12:00:00,9.24
2013-04-05 12:00:00,9.23
2013-04-06 12:00:00,9.15
2013-04-07 12:00:00,9.14
2013-04-08 12:00:00,9.24
2013-04-09 12:00:00,9.29
2013-04-10 12:00:00,9.22
2013-04-11 12:00:00,9.27
2013-04-12 12:00:00,9.25
2013-04-13 12:00:00,9.1
2013-04-14 12:00:00,9.07
2013-04-15 12:00:00,9.05
2013-04-16 12:00:00,9.09
2013-04-17 12:00:00,9.09
2013-04-18 12:00:00,9.11
2013-04-19 12:00:00,9.04
2013-04-20 12:00:00,8.97
2013-04-21 12:00:00,9.07
2013-04-22 12:00:00,9.08
2013-04-23 12:00:00,9.05
2013-04-24 12:00:00,8.99
2013-04-25 12:00:00,9.0
2013-04-26 12:00:00,9.07
2013-04-27 12:00:00,9.05
2013-04-28 12:00:00,9.02
2013-04-29 12:00:00,9.02
2013-04-30 12:00:00,8.97
2013-05-01 12:00:00,8.97
2013-05-02 12:00:00,9.0
2013-05-03 12:00:00,9.03
