,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2014-01-02,2.56467101897518,2.15961309702701,1.70314194905184,0.755068186077959,3.71215413087889,2.07228190854485,3.4539581186716,3.10727357732616,2.43716293372741,4.79322966351915,4.8703072329167,4.11268684570802,2.12232651810275,2.02149366447423,4.16554511851851,4.62051784056024,2.7804101672318,2.22769541798122,2.21197538631843,2.04129325549003,2.11847852863943,4.17304196450942,3.11584118737781,2.15691004930394,1.83702062583622,3.61765382117247,1.4188554209793,2.899133186902,1.37779286543549,2.53853335456975,7.31131663296504,2.26571821002517,1.09370838739898,2.00104024341675,1.84969271006563,2.51443131904965,8.39559058168017,2.26977525619522,1.98650963951252,5.1540440156483,4.48807499588232,2.94711036992147,1.54969223648257,3.47177980793231,2.54993402814658,2.10324758706274,0.867204582511044,1.76946218595083,1.93732999069908,4.39153821058558,4.43177332567293
2014-01-03,0.954192569262341,2.72348565489372,0.234026410579442,0.0,0.605283404894358,0.932550442610019,1.01819945250325,0.637083295436258,0.378152675706172,0.0,1.48014137517909,0.0,1.09718557085055,1.3910148181414,0.0,0.497087879780126,0.776591048299452,1.04771077410213,0.627528784548427,0.378596563917085,1.16241226523874,0.21100150159931,0.751715606880309,0.170626647538047,0.355841246163936,0.960348302150567,0.105452587594385,1.55349532238636,0.284330864535429,0.0,0.803920906832385,0.735309675204512,0.298936233023134,0.192471979216584,0.543070614262586,0.718817016075981,0.360906419036581,0.246410825027362,0.213579845228981,0.878806374793536,0.244389967304905,0.93666848219919,0.510532295475664,0.602820143779759,1.34576539854526,0.491829044716304,0.0,0.0,0.377074646459906,0.492052184657002,0.287253012436673
2014-01-04,1.71632120141409,4.84228950693416,10.5211853407508,9.9219226375055,2.81447197665646,3.75587392934333,0.211560762247641,5.08372858485042,1.11540691734969,8.17530466756883,1.41043605133224,2.58881016618679,6.16633561799111,3.47791646511999,3.53478186063868,5.20284857641419,2.06402399786538,15.6357461502616,2.2205412507638,0.0,5.29417788522465,3.48030079350761,1.95302152059785,8.21506378419567,5.90160661870554,3.29807809758966,1.68145271858687,4.80254553901171,0.578610413276965,4.87792764194054,0.7915176254445,0.711091534240312,1.41993894977698,1.98042201370216,11.8442737063749,2.06312069405341,1.83244056243427,1.14453225909833,7.34484768129104,1.03372694612064,1.26729540725289,0.405407391553935,4.22836833924677,6.97135370326707,0.0473203464899159,1.55597831851697,7.64115561694227,0.863501042615699,12.843659595194,0.752065912318607,16.8343486944905
2014-01-05,10.0281671227008,5.06305435036375,14.4109460445471,6.77599768257677,1.54464853428012,6.26060637490114,4.63739832107736,10.6207337312905,14.4878151870215,2.79238561995976,12.7205521039683,12.6403939857443,6.22654914819283,11.066240990182,13.1962101260686,4.87640144349903,5.14514082485779,7.67287386631978,3.99164328624441,10.0058761954015,9.15941836481207,17.1495970714603,5.39055423371577,8.00559713051016,3.88760205973669,5.8090434653737,14.7528233558745,2.23321753371209,0.378003367844929,7.29170171339799,5.79339509322094,5.30000144662538,11.0480401660095,1.84217932822067,8.58717459207219,8.00764193918845,13.8309412401796,9.70907371853705,7.69509596084105,16.3923586504464,1.35666090434268,4.98821181364141,7.14788029644168,6.61053714987076,0.441337837283592,2.30145370480051,7.79652076663372,20.1182004026993,2.37103564234534,19.0176142795859,4.57808089888152
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496957727616526,0.995295814542735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946139623646762,0.0,0.259944871004911,0.0,0.0,0.0,0.0,0.0,2.4584295073215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560696956044922,0.688571411106388,0.0,0.0,0.824662775221337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79447116623039,0.0
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.177177022905178,0.0,0.0,0.0,0.529822294763454,0.0,0.0,0.0,0.148965021505034,0.0,0.0,0.240834824719563,0.0,1.23567729148883,0.0,0.504841655334716,0.0,1.07857490319577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788323353814036,0.584912485379955,0.467463302882723,0.0,0.0,0.0,0.604157841822114,0.0,0.0,0.0,0.0,0.0,0.0,0.715011512046317,0.0,0.0
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.183702354637503,0.0,0.0,0.0,0.0,0.223124851148426,0.0,0.0,0.0,0.131185095149229,0.0,0.0,0.0,0.0,0.0923551603398638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50672326002007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58103855027194,0.0
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.168974394268859,0.0,0.934402853921948,0.0,0.0,0.897101994172211,0.295685535378023,0.329367718592683,1.69982287112371,8.13039985880287,3.45496107019652,0.0,0.900692085116559,0.0,0.0,0.0,2.82414138352562,0.430906995881728,0.0,0.0,0.0,0.0,4.32535213198673,4.11600801567871,2.76976983410655,0.0,11.3147830545557,0.0,1.94257936688736,0.0,0.0,0.17743347470418,12.7341727535227,0.266360457397037,0.937855600607606,1.65486915564673,1.22899979003037,0.0,0.0,1.06503354421354,0.0,0.0,0.0,1.14883503757788,0.480355308428029
2014-01-10,0.527677722464631,0.0,0.0,0.0,1.26233739783884,0.0,0.810864776824997,0.0,0.291233774488015,2.8284869324792,8.69869704456045,0.648256288957551,1.93822106798507,0.177101209467781,0.0,1.74881456670962,4.23176161701856,0.0,0.0,4.86921302398196,0.0,5.29821290955806,3.89433503878849,0.635178488040562,0.0,0.0,0.0,0.0,9.76117801067323,0.0,0.416731519369272,0.0,0.115336450002149,0.0,0.0,3.28456821092487,1.53483740147549,0.0,3.1074571917737,0.0,4.93680570367932,1.40327777907923,0.396813588179574,0.701786992407575,0.0,1.47141729320759,0.237154018149952,0.0,4.71152791290791,0.303331054483765,0.0
2014-01-11,0.0,0.146552846673611,0.0,0.0,0.0,0.335962964091814,0.0,0.0,3.92276847973891,0.0,0.0,0.0,0.0,0.0,8.08709358175183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55341602729605,0.0,0.0,0.0,0.0,6.91335279927177,0.0,0.0,0.0,2.3313284272155,0.0,0.0,0.0,0.0,1.46949249044918,0.0,0.00614251763371611,0.0,0.0,0.0,0.0,0.72103463452007,0.0,0.634645643358575,0.0,0.0,5.29589680449923,0.0,0.0
2014-01-12,9.07790478019369,0.636432386021348,5.82538173636207,3.92705615420616,0.578174676448379,10.8228703419319,0.788896706764502,5.43126472026335,1.49704306801898,0.245072400321773,1.05313448844732,0.705111443825692,0.0,1.45312322384243,0.340423276276959,1.37969144758214,0.298316143664296,0.808502759929639,0.0,4.8956244417819,10.5231094650513,10.8390564264823,2.17399403750743,0.0,0.936913692409134,0.0,0.549586428640025,10.2088974701894,0.0,2.73615109974483,1.83671237484634,8.69215343842076,0.346453286354548,0.639335952510981,0.89942580493193,5.94294909153266,0.0,4.25129735517816,0.191687298933179,2.31098258541137,1.45262836150086,3.35943656208803,4.49166381776016,1.33267981935811,0.61842063024444,1.99126312057535,4.60302989900409,0.224844648780543,7.33444531166436,1.55230506606953,2.20165321675207
2014-01-13,0.948213557858482,0.0,0.339008340552306,4.80392046155297,1.51568233998821,0.536184845013303,0.0,1.24271845156596,0.0,9.92863092001664,5.87281805586289,0.0,0.0,0.0,0.586253143993314,0.0,0.0,0.785698546957602,0.0,3.92331965219144,0.322235066723462,1.19542510226252,2.91766824794038,4.71117122441025,2.75443090983786,7.208859374018,0.0,7.67500348923664,0.181113963118308,1.016557636072,5.11402544227833,0.271108357450946,0.0,0.0,0.0,0.0,0.0,4.75935613174335,0.239037447504303,1.36342528308476,0.0,3.68706144437573,1.54112715504231,0.0,0.0,0.960396398807333,0.0,0.0,8.51511982591834,2.16936451920253,0.671511432995153
2014-01-14,1.67567411516543,0.12632158180242,0.0,0.0,0.568663903564282,0.578654645400146,0.0,0.145777711091448,0.0,1.9442411786994,5.80928075789281,0.253354293165731,0.424812464290543,1.8294675315787,1.10498581409745,3.84122998407021,0.0,0.0,5.49866358717868,8.75093717663666,0.47016799763996,0.0,1.2189179462558,0.0,0.685330431032793,1.51862700487752,0.54617022922383,2.03712132579577,0.687220914680792,2.61780740946829,0.0,0.0,0.0,0.181323916581184,0.0,0.0,3.0414628738295,0.615924981938907,3.4941391954787,0.0,0.242432396242177,1.49672087469921,5.20073229014562,3.27515517735631,0.0,0.117459220717462,0.0,0.0,0.249234576963253,2.74165690909966,0.0
2014-01-15,0.162204838052995,0.0,0.221181573475576,2.51821440022126,6.83648612774322,1.01755790608063,0.0,0.0,5.39631571715159,0.138534566482991,0.133582074915299,1.47762424655806,7.4814852547364,0.0478664756910934,4.28764962713001,0.0,0.0,2.95918838453882,0.332971710012384,1.26306392184954,5.12820134471196,0.0,0.259589834003411,0.0,0.0,0.310113088761178,0.17260290934636,12.7873105526391,2.33814920384595,0.759345887595771,0.0,6.77738152225201,0.0,0.0,0.367195831485946,3.1341100001278,6.03920869593732,0.465959141162639,2.22464493797127,0.0,0.109787795461613,0.0,5.93273349728781,1.56120791889032,0.537853642054534,0.0,0.939159140981603,0.0,0.861629025834632,0.12700874034868,2.53604966258727
2014-01-16,0.230885750099501,3.03956174366521,0.238129661749294,1.94090144297459,4.07696129420935,7.08248848121142,0.0,3.08562336832036,0.0,1.21929003200137,3.9848465072059,0.0,3.58790155085739,0.0,6.62740100840872,0.0,0.0,5.95841303546174,1.60090288410581,0.695515074032308,0.191719930760634,0.151619550032378,6.29607375461938,0.0,0.0,0.912991680800942,0.0,5.66966140469686,3.05450329505966,0.0,0.0,2.86550885301461,0.0,1.96886401631935,0.20151253585772,1.21272688624751,0.200896055071055,9.80765773770313,0.395327386478878,4.34099448215741,0.0,0.0,10.6795599170457,0.0,20.5948007162046,0.79969735031933,0.0,0.110509933896982,2.15788701463,1.13145278457988,4.37624325921472
2014-01-17,6.60712788606661,1.5411077539018,0.0127828151031772,1.81859684448545,15.3158367945763,3.72684268022155,0.0,0.0,0.0,0.98223890963273,11.4861061185027,0.0,0.198143425943687,0.0,3.39343606588955,2.88373092298263,5.39620998829852,1.75698374140492,0.442573589483616,7.77864499103917,0.0,0.0,4.2761046776258,0.0,0.0,4.38012226867663,0.0,5.30887317258215,3.06771114158058,0.0,0.0,3.93828647460733,0.0,5.67919364053384,0.0,0.0,0.647690228452899,4.32792818607744,0.0,2.53270166992318,7.16162109386068,1.63873638951508,4.57853071439211,6.70864309795623,1.916679161371,12.8553305720142,6.89249297840465,0.0,0.0,8.4931742656322,0.0
2014-01-18,7.9723905136585,5.29382726605786,0.13197806680577,0.156384396768953,16.4017471636173,2.29346150516512,0.272318993517906,0.238739334431403,6.06767226546162,0.0,7.69266349756293,0.0,7.51954907918712,0.0,1.37841490808085,0.482224313850052,6.70391089486144,0.0,0.187712635006438,1.77760796352566,4.32175242896727,0.0,3.01153216602364,0.0,0.0,1.27206983995818,0.0,4.54117208257261,5.71442794923073,3.3353946343864,2.39896540197978,0.0,0.337300260773673,10.7909525690736,5.93683727497649,0.0,6.8105057150966,1.11270060675175,0.0,0.0,2.4633751405657,0.251407035369596,7.77537309071691,2.87384885537143,9.19765373150329,11.0901572319442,2.7827809162397,0.0,4.61849474324704,3.96956593655599,6.89620637096817
2014-01-19,5.75003294595738,1.90535319268051,0.0,0.290767714636704,8.41814653312763,12.7789288605306,0.0,9.38708856110737,8.63442723954446,4.90852309093302,3.99117641399752,0.0,0.513286893173658,0.0,0.0,6.3167409847809,0.600136011028724,0.0,0.364838407356004,2.79425358995643,0.0,0.0,16.0486330040013,0.0,0.0,18.8128068413079,0.0,0.74678079711439,2.09894990938308,11.3749081508155,6.01880324615966,0.226772807523875,0.0,12.889658226775,0.0,0.0,0.922153050368777,4.51243133472699,1.0390781796502,0.0,5.42548014934536,0.0,4.22427218204787,0.553008142525381,6.22825270637294,0.730775396132505,1.87163210095781,0.0,28.8720772710851,0.884924469973976,11.3363832114028
