DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
905,19210214,   15,     ,
905,19210215,    0,     ,
905,19210216,   39,     ,
905,19210217,    3,     ,
905,19210218,    2,     ,
905,19210219,    2,     ,
905,19210220,    0,     ,
905,19210221,    0,     ,
905,19210222,    0,     ,
905,19210223,    0,     ,
905,19210224,    0,     ,
905,19210225,    0,     ,
905,19210226,    4,     ,
905,19210227,    3,     ,
905,19210228,    0,     ,
905,19210301,    0,     ,
905,19210302,    0,     ,
905,19210303,    6,     ,
905,19210304,   15,     ,
905,19210305,   40,     ,
905,19210306,    1,     ,
905,19210307,    0,     ,
905,19210308,    1,     ,
905,19210309,    0,     ,
905,19210310,    0,     ,
905,19210311,    0,     ,
905,19210312,    0,     ,
905,19210313,    0,     ,
905,19210314,   11,     ,
905,19210315,    0,     ,
905,19210316,    0,     ,
905,19210317,    0,     ,
905,19210318,    0,     ,
905,19210319,    3,     ,
905,19210320,   36,     ,
905,19210321,   25,     ,
905,19210322,    0,     ,
905,19210323,    0,     ,
905,19210324,    0,     ,
905,19210325,    0,     ,
905,19210326,    0,     ,
905,19210327,    2,     ,
905,19210328,   25,     ,
905,19210329,    8,     ,
905,19210330,   38,     ,
905,19210331,    0,     ,
905,19210401,    3,     ,
905,19210402,    0,     ,
905,19210403,    0,     ,
905,19210404,    0,     ,
905,19210405,    0,     ,
905,19210406,    6,     ,
905,19210407,    0,     ,
905,19210408,    0,     ,
905,19210409,    0,     ,
905,19210410,    0,     ,
905,19210411,    0,     ,
905,19210412,    0,     ,
905,19210413,    0,     ,
905,19210414,   29,     ,
905,19210415,   85,     ,
905,19210416,    5,     ,
905,19210417,   24,     ,
905,19210418,    0,     ,
905,19210419,    1,     ,
905,19210420,    0,     ,
905,19210421,   13,     ,
905,19210422,    0,     ,
905,19210423,    0,     ,
905,19210424,    5,     ,
905,19210425,    0,     ,
905,19210426,    9,     ,
905,19210427,    1,     ,
905,19210428,    0,     ,
905,19210429,    0,     ,
905,19210430,    0,     ,
905,19210501,    0,     ,
905,19210502,    0,     ,
905,19210503,    0,     ,
905,19210504,   30,     ,
905,19210505,    3,     ,
905,19210506,    0,     ,
905,19210507,    0,     ,
905,19210508,    7,     ,
905,19210509,   12,     ,
905,19210510,   28,     ,
905,19210511,   55,     ,
905,19210512,    0,     ,
905,19210513,    0,     ,
905,19210514,    0,     ,
905,19210515,    0,     ,
905,19210516,    2,     ,
905,19210517,    0,     ,
905,19210518,    0,     ,
905,19210519,   21,     ,
905,19210520,    0,     ,
905,19210521,    0,     ,
905,19210522,    0,     ,
905,19210523,    0,     ,
905,19210524,    0,     ,
905,19210525,    0,     ,
905,19210526,    0,     ,
905,19210527,  165,     ,
905,19210528,    0,     ,
905,19210529,    0,     ,
905,19210530,    0,     ,
905,19210531,    0,     ,
905,19210601,    0,     ,
905,19210602,    0,     ,
905,19210603,    4,     ,
905,19210604,  210,     ,
905,19210605,  115,     ,
905,19210606,    0,     ,
905,19210607,    0,     ,
905,19210608,    0,     ,
