date, sealevel
2018-03-19 05:00:00,-1.0033333333
2018-03-19 06:00:00,-0.335
2018-03-19 07:00:00,-0.1016666667
2018-03-19 08:00:00,0.0216666667
2018-03-19 09:00:00,0.075
2018-03-19 10:00:00,0.055
2018-03-19 11:00:00,-0.028333333300000003
2018-03-19 12:00:00,-0.2816666667
2018-03-19 13:00:00,-0.625
2018-03-19 14:00:00,-0.93
2018-03-19 15:00:00,-1.145
2018-03-19 16:00:00,-1.275
2018-03-19 17:00:00,-1.0633333333
2018-03-19 18:00:00,-0.3233333333
2018-03-19 19:00:00,0.061666666700000004
2018-03-19 20:00:00,0.2833333333
2018-03-19 21:00:00,0.465
2018-03-19 22:00:00,0.5750000000000001
2018-03-19 23:00:00,0.6016666667
2018-03-20 00:00:00,0.4083333333
2018-03-20 01:00:00,0.07
2018-03-20 02:00:00,-0.2533333333
2018-03-20 03:00:00,-0.52
2018-03-20 04:00:00,-0.7466666667
2018-03-20 05:00:00,-0.8233333333
2018-03-20 06:00:00,-0.36
2018-03-20 07:00:00,0.145
2018-03-20 08:00:00,0.32
2018-03-20 09:00:00,0.4233333333
2018-03-20 10:00:00,0.47000000000000003
2018-03-20 11:00:00,0.46833333330000004
2018-03-20 12:00:00,0.2983333333
2018-03-20 13:00:00,-0.046666666700000005
2018-03-20 14:00:00,-0.3833333333
2018-03-20 15:00:00,-0.685
2018-03-20 16:00:00,-0.9400000000000001
2018-03-20 17:00:00,-1.0633333333
2018-03-20 18:00:00,-0.67
2018-03-20 19:00:00,-0.0266666667
2018-03-20 20:00:00,0.2383333333
2018-03-20 21:00:00,0.42666666670000003
2018-03-20 22:00:00,0.555
2018-03-20 23:00:00,0.6216666667
2018-03-21 00:00:00,0.5533333333
2018-03-21 01:00:00,0.22333333330000002
2018-03-21 02:00:00,-0.1666666667
2018-03-21 03:00:00,-0.4983333333
2018-03-21 04:00:00,-0.7616666667
2018-03-21 05:00:00,-0.9583333333
2018-03-21 06:00:00,-0.7916666667000001
2018-03-21 07:00:00,-0.1283333333
2018-03-21 08:00:00,0.145
2018-03-21 09:00:00,0.2766666667
2018-03-21 10:00:00,0.3416666667
2018-03-21 11:00:00,0.3783333333
2018-03-21 12:00:00,0.34500000000000003
2018-03-21 13:00:00,0.1116666667
2018-03-21 14:00:00,-0.27333333330000004
2018-03-21 15:00:00,-0.6233333333000001
2018-03-21 16:00:00,-0.905
2018-03-21 17:00:00,-1.0983333333
2018-03-21 18:00:00,-1.0083333333
2018-03-21 19:00:00,-0.305
2018-03-21 20:00:00,0.105
2018-03-21 21:00:00,0.2966666667
2018-03-21 22:00:00,0.4566666667
2018-03-21 23:00:00,0.5933333333
2018-03-22 00:00:00,0.655
2018-03-22 01:00:00,0.5583333333
2018-03-22 02:00:00,0.2316666667
2018-03-22 03:00:00,-0.16166666670000002
2018-03-22 04:00:00,-0.44
2018-03-22 05:00:00,-0.6216666667
2018-03-22 06:00:00,-0.655
2018-03-22 07:00:00,-0.1333333333
2018-03-22 08:00:00,0.37
2018-03-22 09:00:00,0.5716666667
2018-03-22 10:00:00,0.6866666667
2018-03-22 11:00:00,0.7666666667
2018-03-22 12:00:00,0.8
2018-03-22 13:00:00,0.6683333333
2018-03-22 14:00:00,0.325
2018-03-22 15:00:00,-0.09166666670000001
2018-03-22 16:00:00,-0.43166666670000003
2018-03-22 17:00:00,-0.6783333333
2018-03-22 18:00:00,-0.84
2018-03-22 19:00:00,-0.54
2018-03-22 20:00:00,0.0816666667
2018-03-22 21:00:00,0.3183333333
2018-03-22 22:00:00,0.46333333330000004
2018-03-22 23:00:00,0.5666666667
2018-03-23 00:00:00,0.645
2018-03-23 01:00:00,0.63
2018-03-23 02:00:00,0.3783333333
2018-03-23 03:00:00,-0.015
2018-03-23 04:00:00,-0.3733333333
2018-03-23 05:00:00,-0.6366666667
2018-03-23 06:00:00,-0.8150000000000001
2018-03-23 07:00:00,-0.6883333333
2018-03-23 08:00:00,-0.1266666667
2018-03-23 09:00:00,0.2166666667
2018-03-23 10:00:00,0.3483333333
2018-03-23 11:00:00,0.41000000000000003
2018-03-23 12:00:00,0.4466666667
2018-03-23 13:00:00,0.4433333333
2018-03-23 14:00:00,0.3183333333
2018-03-23 15:00:00,-0.03
2018-03-23 16:00:00,-0.43166666670000003
2018-03-23 17:00:00,-0.7666666667
2018-03-23 18:00:00,-0.99
2018-03-23 19:00:00,-0.9866666667
2018-03-23 20:00:00,-0.4216666667
2018-03-23 21:00:00,0.033333333300000004
2018-03-23 22:00:00,0.19666666670000002
2018-03-23 23:00:00,0.34
2018-03-24 00:00:00,0.445
2018-03-24 01:00:00,0.5183333333
2018-03-24 02:00:00,0.4733333333
2018-03-24 03:00:00,0.2083333333
2018-03-24 04:00:00,-0.1566666667
2018-03-24 05:00:00,-0.44166666670000004
2018-03-24 06:00:00,-0.615
2018-03-24 07:00:00,-0.6583333333
2018-03-24 08:00:00,-0.3166666667
2018-03-24 09:00:00,0.2016666667
2018-03-24 10:00:00,0.4766666667
2018-03-24 11:00:00,0.615
2018-03-24 12:00:00,0.7016666667
2018-03-24 13:00:00,0.7366666667
2018-03-24 14:00:00,0.67
2018-03-24 15:00:00,0.4133333333
2018-03-24 16:00:00,0.045
2018-03-24 17:00:00,-0.2816666667
2018-03-24 18:00:00,-0.535
